Id,Label,Type
Integrating blockchain with 5G can meet these demands and is driving rapid patent growth.,Integrating blockchain with 5G can meet these demands and is driving rapid patent growth.,Background
Blockchain technology has gained significant attention and is widely applied across various fields.,Blockchain technology has gained significant attention and is widely applied across various fields.,Background
There is a lack of research on blockchain innovation paths from a patent perspective.,There is a lack of research on blockchain innovation paths from a patent perspective.,Background
Technology policy formulation for universities is widely discussed but lacks analytic research.,Technology policy formulation for universities is widely discussed but lacks analytic research.,Background
The source of R&D funding (private vs. governmental) is critical for academic commercialization.,The source of R&D funding (private vs. governmental) is critical for academic commercialization.,Background
Examines how a nation's technological development may affect the hierarchy among regions in knowledge flows.,Examines how a nation's technological development may affect the hierarchy among regions in knowledge flows.,Background
Considers two contrasting scenarios: weakening inter‑regional hierarchy through a globalized regional innovation system versus persistence of hierarchy via a globalized national innovation system.,Considers two contrasting scenarios: weakening inter‑regional hierarchy through a globalized regional innovation system versus persistence of hierarchy via a globalized national innovation system.,Background
Patent citation network analysis identifies knowledge flow of technologies across entities.,Patent citation network analysis identifies knowledge flow of technologies across entities.,Background
It extends traditional citation analysis by applying social network analysis parameters.,It extends traditional citation analysis by applying social network analysis parameters.,Background
"Technology transfer involves transferring patents via joint research, mergers, and acquisitions.","Technology transfer involves transferring patents via joint research, mergers, and acquisitions.",Background
Companies use transferred patents to build patent portfolio strategies and seek similar technologies for protection.,Companies use transferred patents to build patent portfolio strategies and seek similar technologies for protection.,Background
Traditional qualitative methods for identifying similar patents are time‑ and cost‑intensive.,Traditional qualitative methods for identifying similar patents are time‑ and cost‑intensive.,Background
"Patent risks, such as loss of key patents, increased R&D costs, and infringement litigation, have attracted growing attention in technological innovation studies.","Patent risks, such as loss of key patents, increased R&D costs, and infringement litigation, have attracted growing attention in technological innovation studies.",Background
Existing literature lacks comprehensive methods to assess the distribution of patents that contribute to these risks.,Existing literature lacks comprehensive methods to assess the distribution of patents that contribute to these risks.,Background
Social network analysis is increasingly recognized as valuable for studying inter‑organizational interactions and knowledge flows in economic geography.,Social network analysis is increasingly recognized as valuable for studying inter‑organizational interactions and knowledge flows in economic geography.,Background
Current applications of network methodology to regional issues remain under‑exploited.,Current applications of network methodology to regional issues remain under‑exploited.,Background
Patent analysis is used to understand target technologies through detailed patent data.,Patent analysis is used to understand target technologies through detailed patent data.,Background
"Traditional technology analysis methods are qualitative (e.g., Delphi surveys).","Traditional technology analysis methods are qualitative (e.g., Delphi surveys).",Background
Recent approaches incorporate statistics and machine learning for patent analysis.,Recent approaches incorporate statistics and machine learning for patent analysis.,Background
Technologies and technological capabilities are crucial resources for competitive advantage.,Technologies and technological capabilities are crucial resources for competitive advantage.,Background
"A firm's R&D effort is aligned with its strategic direction, making strategic change assessment important.","A firm's R&D effort is aligned with its strategic direction, making strategic change assessment important.",Background
Knowledge is a key driver of long-run economic growth.,Knowledge is a key driver of long-run economic growth.,Background
"Not all knowledge has equal value, yet many studies focus on counting inputs and outputs rather than assessing quality.","Not all knowledge has equal value, yet many studies focus on counting inputs and outputs rather than assessing quality.",Background
Small-world networks are theorized to enhance creativity but empirical evidence is limited.,Small-world networks are theorized to enhance creativity but empirical evidence is limited.,Background
Existing research lacks comprehensive data on how collaboration networks affect innovation.,Existing research lacks comprehensive data on how collaboration networks affect innovation.,Background
International technology transfer drives national revenue and economic growth.,International technology transfer drives national revenue and economic growth.,Background
Academic patents have increased significantly over the past decade as universities' role in innovation evolves.,Academic patents have increased significantly over the past decade as universities' role in innovation evolves.,Background
Existing research has examined national and sectoral effects on networking but has not linked factors from both national and sectoral innovation systems.,Existing research has examined national and sectoral effects on networking but has not linked factors from both national and sectoral innovation systems.,Background
Alzheimer’s disease treatment lacks comprehensive comparison between Chinese patent medicines and western medicines.,Alzheimer’s disease treatment lacks comprehensive comparison between Chinese patent medicines and western medicines.,Background
Existing studies have not adequately assessed the combined efficacy and safety of these interventions.,Existing studies have not adequately assessed the combined efficacy and safety of these interventions.,Background
Rapid growth of interest in intellectual property and innovation institutions during the 1990s.,Rapid growth of interest in intellectual property and innovation institutions during the 1990s.,Background
Need for comprehensive economic analysis of innovation for both academic and professional audiences.,Need for comprehensive economic analysis of innovation for both academic and professional audiences.,Background
Rapid growth of green transportation technologies in China driven by climate change and pollution concerns.,Rapid growth of green transportation technologies in China driven by climate change and pollution concerns.,Background
Collaboration innovations among various entities are critical for the transportation sector.,Collaboration innovations among various entities are critical for the transportation sector.,Background
Limited research has examined collaborative technology innovation performance using patent data.,Limited research has examined collaborative technology innovation performance using patent data.,Background
The study examines how inter‑firm collaborative innovation networks evolve in the Korean ICT sector.,The study examines how inter‑firm collaborative innovation networks evolve in the Korean ICT sector.,Background
It focuses on the role of inter‑firm homophily as a potential driver of network formation.,It focuses on the role of inter‑firm homophily as a potential driver of network formation.,Background
Technology standards increase firms' bargaining power and licensing revenues.,Technology standards increase firms' bargaining power and licensing revenues.,Background
Essential patents declared by SSO members are crucial in standardization processes.,Essential patents declared by SSO members are crucial in standardization processes.,Background
Previous network‑analysis studies showed essential patents often do not align with firms' knowledge positions when using the “main‑path” approach.,Previous network‑analysis studies showed essential patents often do not align with firms' knowledge positions when using the “main‑path” approach.,Background
Patent transactions are a key element of current technology transfer strategies.,Patent transactions are a key element of current technology transfer strategies.,Background
The market is shaped by negotiation power and technological connections within an industry.,The market is shaped by negotiation power and technological connections within an industry.,Background
Exploratory innovation requires access to heterogeneous resources and high-quality cooperation.,Exploratory innovation requires access to heterogeneous resources and high-quality cooperation.,Background
Structural holes and prominent network positions are known to affect exploratory innovation.,Structural holes and prominent network positions are known to affect exploratory innovation.,Background
Few studies have examined the joint influence of these two network positions.,Few studies have examined the joint influence of these two network positions.,Background
"Artificial intelligence (AI) is increasingly applied across technological fields, including disaster management.","Artificial intelligence (AI) is increasingly applied across technological fields, including disaster management.",Background
AI is used in disaster areas to replace humans and aid in disaster prevention and damage minimization.,AI is used in disaster areas to replace humans and aid in disaster prevention and damage minimization.,Background
Effective utilization of AI in disasters requires systematic analysis of the technology.,Effective utilization of AI in disasters requires systematic analysis of the technology.,Background
"Blockchain technology offers high growth potential, streamlining procedures and reducing costs across various sectors.","Blockchain technology offers high growth potential, streamlining procedures and reducing costs across various sectors.",Background
"Countries are actively integrating blockchain into finance, logistics, healthcare, and promoting its development.","Countries are actively integrating blockchain into finance, logistics, healthcare, and promoting its development.",Background
"Only about 11% of energy‑saving enterprises in China engage in R&D activities, indicating a weak innovation base.","Only about 11% of energy‑saving enterprises in China engage in R&D activities, indicating a weak innovation base.",Background
"There is a need for top‑level design, stronger industrial policies, and greater investment to support technology R&D in the energy‑saving sector.","There is a need for top‑level design, stronger industrial policies, and greater investment to support technology R&D in the energy‑saving sector.",Background
"Blockchain is an emerging global technology, but existing literature lacks detailed descriptions of its cooperation characteristics and innovation landscape.","Blockchain is an emerging global technology, but existing literature lacks detailed descriptions of its cooperation characteristics and innovation landscape.",Background
"Rapid development of 5G, mobile, and optical communication has made semiconductor optical amplifiers (SOAs) a key research area.","Rapid development of 5G, mobile, and optical communication has made semiconductor optical amplifiers (SOAs) a key research area.",Background
"Existing SOA studies mainly cover technical discussions or market analyses, lacking identification of critical technologies and development trends.","Existing SOA studies mainly cover technical discussions or market analyses, lacking identification of critical technologies and development trends.",Background
Long‑term structural evolution of the telecommunication switching industry lacks analytical tools for mapping technological trajectories.,Long‑term structural evolution of the telecommunication switching industry lacks analytical tools for mapping technological trajectories.,Background
"Patent citation networks are increasingly used to represent technological change, but robust methods for their analysis are scarce.","Patent citation networks are increasingly used to represent technological change, but robust methods for their analysis are scarce.",Background
Recent focus on 5G research and development in the telecom industry.,Recent focus on 5G research and development in the telecom industry.,Background
Need to understand development trends and technical hot spots of 5G technology.,Need to understand development trends and technical hot spots of 5G technology.,Background
Hyperlipidaemia is a common metabolic disorder requiring effective therapeutic options.,Hyperlipidaemia is a common metabolic disorder requiring effective therapeutic options.,Background
"Chinese patent medicines containing red yeast rice are widely used in clinical practice, but their comparative efficacy is unclear.","Chinese patent medicines containing red yeast rice are widely used in clinical practice, but their comparative efficacy is unclear.",Background
Patent foramen ovale (PFO) is linked to recurrent stroke risk.,Patent foramen ovale (PFO) is linked to recurrent stroke risk.,Background
Two main therapeutic strategies are percutaneous closure and oral anticoagulant therapy (OAT).,Two main therapeutic strategies are percutaneous closure and oral anticoagulant therapy (OAT).,Background
Predicting future technologies requires analysis of patent data and identification of emerging technology trends.,Predicting future technologies requires analysis of patent data and identification of emerging technology trends.,Background
Smart logistics is a rapidly developing field where understanding innovation stages is crucial for strategic planning.,Smart logistics is a rapidly developing field where understanding innovation stages is crucial for strategic planning.,Background
"Policy discourse research has been divided into actor‑centered and content‑oriented approaches, creating a methodological gap.","Policy discourse research has been divided into actor‑centered and content‑oriented approaches, creating a methodological gap.",Background
Technology management is crucial for companies and nations' economic competitiveness.,Technology management is crucial for companies and nations' economic competitiveness.,Background
Patents serve as a key indicator of technological prowess and contain detailed technology information.,Patents serve as a key indicator of technological prowess and contain detailed technology information.,Background
"Gastric cancer patients often receive chemotherapy, and oral Chinese patent medicines are used as adjuvant therapies.","Gastric cancer patients often receive chemotherapy, and oral Chinese patent medicines are used as adjuvant therapies.",Background
There is limited evidence on the comparative effectiveness and safety of these medicines when combined with chemotherapy.,There is limited evidence on the comparative effectiveness and safety of these medicines when combined with chemotherapy.,Background
"Primary liver cancer treatment outcomes need improvement, and the comparative efficacy of oral Chinese patent medicines combined with transcatheter arterial chemoembolization (TACE) is unclear.","Primary liver cancer treatment outcomes need improvement, and the comparative efficacy of oral Chinese patent medicines combined with transcatheter arterial chemoembolization (TACE) is unclear.",Background
Prior research on inventive breakthroughs assumed symmetric changes in the tails of creative outcome distributions.,Prior research on inventive breakthroughs assumed symmetric changes in the tails of creative outcome distributions.,Background
It has not distinguished between effects on very poor versus extremely successful inventions.,It has not distinguished between effects on very poor versus extremely successful inventions.,Background
Technology forecasting is essential for tracking technological trends and supporting research management decisions.,Technology forecasting is essential for tracking technological trends and supporting research management decisions.,Background
"Patent documents lack explicit keyword information, limiting keyword‑based technology prediction methods.","Patent documents lack explicit keyword information, limiting keyword‑based technology prediction methods.",Background
There is a need for methods that better capture technical content and hidden topics in patents.,There is a need for methods that better capture technical content and hidden topics in patents.,Background
Patent cooperation networks are crucial platforms for enterprises' open innovation.,Patent cooperation networks are crucial platforms for enterprises' open innovation.,Background
Empirical studies on the dynamic evolution of such networks in China are scarce.,Empirical studies on the dynamic evolution of such networks in China are scarce.,Background
Rapid increase of municipal solid waste in China due to urbanization and rising living standards.,Rapid increase of municipal solid waste in China due to urbanization and rising living standards.,Background
Waste-to-energy (WTE) incineration is a promising technical solution.,Waste-to-energy (WTE) incineration is a promising technical solution.,Background
"WTE technologies form a complex, systematic innovation network.","WTE technologies form a complex, systematic innovation network.",Background
"Early diabetic nephropathy is commonly treated with ACEI/ARB, but additional therapies may improve outcomes.","Early diabetic nephropathy is commonly treated with ACEI/ARB, but additional therapies may improve outcomes.",Background
Enhanced R&D cooperation between large firms and SMEs is emphasized for innovation and profitable business deployment.,Enhanced R&D cooperation between large firms and SMEs is emphasized for innovation and profitable business deployment.,Background
Effective alliances require considering the distinct capabilities of large firms and SMEs.,Effective alliances require considering the distinct capabilities of large firms and SMEs.,Background
Limited understanding of how tacit knowledge recombination functions as a boundary‑spanning mechanism in patent‑intensive (PI) firms.,Limited understanding of how tacit knowledge recombination functions as a boundary‑spanning mechanism in patent‑intensive (PI) firms.,Background
Need to clarify the role of network position in influencing technical innovation performance.,Need to clarify the role of network position in influencing technical innovation performance.,Background
5G has been a major focus of telecom research and development in recent years.,5G has been a major focus of telecom research and development in recent years.,Background
Bibliometric coupling is used to reveal latent information in bibliographic data.,Bibliometric coupling is used to reveal latent information in bibliographic data.,Background
Exploration of patent literature benefits from network visualization techniques.,Exploration of patent literature benefits from network visualization techniques.,Background
Understanding the network structure of technologies across different fields is essential for grasping knowledge flow and innovation dynamics.,Understanding the network structure of technologies across different fields is essential for grasping knowledge flow and innovation dynamics.,Background
"Previous studies lacked large‑scale, longitudinal analyses of patent co‑classification to reveal such structures.","Previous studies lacked large‑scale, longitudinal analyses of patent co‑classification to reveal such structures.",Background
Retrosynthetic analysis is crucial for medicinal chemistry but existing rule‑based expert systems have limitations.,Retrosynthetic analysis is crucial for medicinal chemistry but existing rule‑based expert systems have limitations.,Background
Computational retrosynthesis requires accurate prediction of reaction pathways.,Computational retrosynthesis requires accurate prediction of reaction pathways.,Background
Previous sequence‑to‑sequence models have succeeded in tasks like machine translation.,Previous sequence‑to‑sequence models have succeeded in tasks like machine translation.,Background
Challenges in patent examination and infringement search,Challenges in patent examination and infringement search,Background
Need for effective text mining techniques to assess patent similarity,Need for effective text mining techniques to assess patent similarity,Background
Patent citation networks form an evolving graph that reflects the innovation process.,Patent citation networks form an evolving graph that reflects the innovation process.,Background
Citations indicate that a later patent builds on earlier knowledge.,Citations indicate that a later patent builds on earlier knowledge.,Background
Understanding this network helps uncover the rules governing its growth.,Understanding this network helps uncover the rules governing its growth.,Background
"Technological convergence, where technologies merge and overlap, is a significant recent innovation trend.","Technological convergence, where technologies merge and overlap, is a significant recent innovation trend.",Background
"Stable angina has high morbidity and mortality, and combining oral Chinese patent medicines (OCPMs) with Western medicine (WM) may improve outcomes.","Stable angina has high morbidity and mortality, and combining oral Chinese patent medicines (OCPMs) with Western medicine (WM) may improve outcomes.",Background
The optimal OCPM for treating stable angina remains uncertain and requires further investigation.,The optimal OCPM for treating stable angina remains uncertain and requires further investigation.,Background
Identifying prevalent problems is crucial for strategic innovation in emerging technologies.,Identifying prevalent problems is crucial for strategic innovation in emerging technologies.,Background
Existing patent analysis lacks systematic methods that link contextual information to problem identification.,Existing patent analysis lacks systematic methods that link contextual information to problem identification.,Background
Patents are highly heterogeneous and citation counts are a key measurement of patent impact.,Patents are highly heterogeneous and citation counts are a key measurement of patent impact.,Background
Patent citations form a complex network that contains richer information than simple citation counts.,Patent citations form a complex network that contains richer information than simple citation counts.,Background
Unstable angina pectoris is a common cardiovascular condition requiring effective treatment.,Unstable angina pectoris is a common cardiovascular condition requiring effective treatment.,Background
"Chinese patent medicines are widely used, but their comparative efficacy and safety are unclear.","Chinese patent medicines are widely used, but their comparative efficacy and safety are unclear.",Background
Early diabetic kidney disease (DKD) lacks clear guidance on the comparative efficacy of Chinese patent medicines (CPMs) combined with standard ACEI/ARB therapy.,Early diabetic kidney disease (DKD) lacks clear guidance on the comparative efficacy of Chinese patent medicines (CPMs) combined with standard ACEI/ARB therapy.,Background
Traditional patent value evaluation relies mainly on static characteristics controlled by the patent owner.,Traditional patent value evaluation relies mainly on static characteristics controlled by the patent owner.,Background
Dynamic citation relationships (forward and backward citations) affect patent value but are not owner‑controlled.,Dynamic citation relationships (forward and backward citations) affect patent value but are not owner‑controlled.,Background
There is a need to integrate static and dynamic aspects for a more comprehensive valuation.,There is a need to integrate static and dynamic aspects for a more comprehensive valuation.,Background
Endometriosis is a common gynecological condition often treated with conventional therapy.,Endometriosis is a common gynecological condition often treated with conventional therapy.,Background
"Chinese patent medicines that activate blood and resolve stasis are frequently used, but comparative efficacy data are limited.","Chinese patent medicines that activate blood and resolve stasis are frequently used, but comparative efficacy data are limited.",Background
Understanding patent co‑ownership networks is important for assessing innovation collaboration.,Understanding patent co‑ownership networks is important for assessing innovation collaboration.,Background
Poland lacks detailed analysis of its patent co‑ownership structures for the year 2011.,Poland lacks detailed analysis of its patent co‑ownership structures for the year 2011.,Background
"Insomnia is commonly treated with non‑benzodiazepine drugs (NBZDs), but the efficacy and safety of Chinese patent medicines (CPMs) for this condition remain unclear.","Insomnia is commonly treated with non‑benzodiazepine drugs (NBZDs), but the efficacy and safety of Chinese patent medicines (CPMs) for this condition remain unclear.",Background
