Source,Target,Type,Weight
Paper_4,Identified quantum computation as a prominent subfield with high and intensive knowledge engagements,HAS_RESULTS,1.0
Paper_4,Analytical findings correspond well with relevant industry reports,HAS_RESULTS,1.0
Paper_4,Provides two main contributions: long-term attribute illustration through multi-level perspective framework and path identification toward focal actor status,HAS_RESULTS,1.0
Paper_5,Patent databases contain valuable information for understanding technology convergence patterns,HAS_BACKGROUND,1.0
Paper_5,There is a need to integrate different network analysis results to comprehensively identify core technology fields,HAS_BACKGROUND,1.0
Paper_5,Current patent network analysis methods have crucial limitations despite their advantages over traditional patent analysis,HAS_BACKGROUND,1.0
Paper_5,Structure a technology convergence network using various patent network analysis methods,HAS_PURPOSE,1.0
Paper_5,Integrate different results according to network characteristics to identify core safety technologies,HAS_PURPOSE,1.0
Paper_5,Provide a comprehensive approach for analyzing technology convergence in safety-related fields,HAS_PURPOSE,1.0
Paper_5,Patent co-class analysis and patent citation analysis to discover core safety fields and technologies,HAS_METHODOLOGY,1.0
Paper_5,"Three network analysis types: centrality analysis, association rule mining analysis, and brokerage network analysis",HAS_METHODOLOGY,1.0
Paper_5,"Analysis measures individual, synergy and group intensity of technology connections",HAS_METHODOLOGY,1.0
Paper_5,"Identified core safety fields: medical safety, working safety, and vehicle safety with distinctive network structures",HAS_RESULTS,1.0
Paper_5,Comparison of network analysis techniques revealed different results based on data algorithms,HAS_RESULTS,1.0
Paper_5,Patent citation network analysis identified detailed technologies within core patent classes,HAS_RESULTS,1.0
Paper_5,"Provides decision support for safety management, engineering, and policy through multiple perspectives on technology convergence",HAS_RESULTS,1.0
Paper_6,Patent management is increasingly important for organizations to sustain competitive advantage,HAS_BACKGROUND,1.0
Paper_6,Classification of patents is essential for patent management and industrial analysis,HAS_BACKGROUND,1.0
Paper_6,Propose a novel patent network-based classification method to analyze query patents and predict their classes,HAS_PURPOSE,1.0
Paper_6,Novel patent network containing various node types representing different features extracted from patent documents,HAS_METHODOLOGY,1.0
Paper_6,Nodes connected based on relationship metrics derived from patent metadata,HAS_METHODOLOGY,1.0
Paper_6,Analyze reachable nodes in patent ontology network to calculate relevance to query patents,HAS_METHODOLOGY,1.0
Paper_6,Apply modified k-nearest neighbor classifier for classification,HAS_METHODOLOGY,1.0
Paper_6,Evaluate on test dataset from United States Patent and Trademark Office (USPTO),HAS_METHODOLOGY,1.0
Paper_6,Proposed approach outperforms three conventional methods,HAS_RESULTS,1.0
Paper_7,Patent network analysis is a useful tool for technology management that visually displays relationships among patents,HAS_BACKGROUND,1.0
Paper_7,Current patent network analysis methods have crucial limitations despite their advantages over traditional patent analysis,HAS_BACKGROUND,1.0
Paper_7,Current patent network analysis methods have crucial limitations despite their advantages over traditional patent analysis,HAS_BACKGROUND,1.0
Paper_7,Propose a novel intelligent patent network analysis method for creating precise visual patent networks,HAS_PURPOSE,1.0
Paper_7,"Develop an automated procedure using AI techniques for patent document search, keyword extraction, and weighting",HAS_PURPOSE,1.0
Paper_7,Improve the efficiency and quality of patent analysis through sophisticated patent network visualization,HAS_PURPOSE,1.0
Paper_7,Intelligent patent network analysis method based on artificial intelligence techniques,HAS_METHODOLOGY,1.0
Paper_7,"Automated procedure for patent document search, keyword extraction, and keyword weighting",HAS_METHODOLOGY,1.0
Paper_7,Validation using patents in Carbon Nanotube Backlight Unit (CNT-BLU) technology field,HAS_METHODOLOGY,1.0
Paper_7,Proposed method generates sophisticated visualization of patent networks,HAS_RESULTS,1.0
Paper_7,Method provides detailed procedure for creating intelligent patent networks,HAS_RESULTS,1.0
Paper_7,Utility verified through analysis of CNT-BLU patents,HAS_RESULTS,1.0
Paper_8,"Plant biotechnology has consolidated as a radical agricultural innovation, boosting patenting activities",HAS_BACKGROUND,1.0
Paper_8,Existing research lacks analysis of appropriability efforts affecting the emergence and dynamics of technological trajectories (TTs) in genetically modified organisms,HAS_BACKGROUND,1.0
Paper_8,"Existing research uses patent citation networks for mapping technological trajectories, but there is a paucity of analytical tools for analyzing these networks from a technology dynamics perspective.",HAS_BACKGROUND,1.0
Paper_8,Study appropriability efforts affecting the emergence and dynamics of technological trajectories in genetically modified organisms using patent citation networks,HAS_PURPOSE,1.0
Paper_8,Combine new procedures to identify TTs with the study of scale-free network characteristics,HAS_PURPOSE,1.0
Paper_8,Propose legal enforcement indicators to assess the economic importance of patents in citation networks,HAS_PURPOSE,1.0
Paper_8,Use Exponential Random Graph Models (ERGMs) to analyze citation networks,HAS_METHODOLOGY,1.0
Paper_8,New procedures for identifying technological trajectories,HAS_METHODOLOGY,1.0
Paper_8,Study of scale-free network characteristics,HAS_METHODOLOGY,1.0
Paper_8,Development of legal enforcement indicators,HAS_METHODOLOGY,1.0
Paper_8,Identified two technological trajectories including patents on biotech traits and enabling technologies,HAS_RESULTS,1.0
Paper_8,These patents were effective in collecting royalties from farmers and deterring potential entrants through IP litigation,HAS_RESULTS,1.0
Paper_8,Litigated patents impacted merger and acquisition activity in seed industry and contributed to delaying R&D investments of new entrants,HAS_RESULTS,1.0
Paper_9,Rise of cloud computing technology has led many IT manufacturers to enter the market,HAS_BACKGROUND,1.0
Paper_9,Limited attempts have been made at patent analysis of cloud computing to date,HAS_BACKGROUND,1.0
Paper_9,Propose a two-stage retrieval strategy for patent analysis,HAS_PURPOSE,1.0
Paper_9,Develop a systematic method for conducting patent network analysis on cloud computing,HAS_PURPOSE,1.0
Paper_9,Reveal the overall patent structure and identify key technologies through visual networks and centrality indexes,HAS_PURPOSE,1.0
Paper_9,Two-stage patent retrieval method,HAS_METHODOLOGY,1.0
Paper_9,Bibliometric and network analyses,HAS_METHODOLOGY,1.0
Paper_9,Gray relational-based cluster analysis,HAS_METHODOLOGY,1.0
Paper_9,Two-stage patent retrieval method successfully identifies patents belonging to cloud computing,HAS_RESULTS,1.0
Paper_9,Effectiveness of systematic method for patent network analysis is proved,HAS_RESULTS,1.0
Paper_9,Results provide valuable reference for enterprises entering cloud computing industry,HAS_RESULTS,1.0
Paper_10,Analyzes the evolution of global innovation networks (GINs) from 1999 to 2020,HAS_BACKGROUND,1.0
Paper_10,Investigates the changes in China's position within the global innovation system,HAS_BACKGROUND,1.0
Paper_10,Explore the changes in and driving forces of global innovation networks over the past 20 years,HAS_PURPOSE,1.0
Paper_10,Examine the evolution of China's role in the global innovation system,HAS_PURPOSE,1.0
Paper_10,Uses global patent cooperation data from 1999 to 2020,HAS_METHODOLOGY,1.0
Paper_10,Social Network Analysis,HAS_METHODOLOGY,1.0
Paper_10,Network accessibility of GINs has continuously improved with scale-free network characteristics,HAS_RESULTS,1.0
Paper_10,Important nodes are mainly developed countries (Europe and US) with weakened node polarization effect,HAS_RESULTS,1.0
Paper_10,Economic factors and technological information factors show strongest correlation with innovation network,HAS_RESULTS,1.0
Paper_10,China's position has increased yearly with increasingly prominent 'transit station' role,HAS_RESULTS,1.0
Paper_11,Analysis of technology fusion phenomena in the solar photovoltaic (PV) industry in South Korea,HAS_BACKGROUND,1.0
Paper_11,International patent classification (IPC) codes based on photovoltaic patents from 2002-2016,HAS_BACKGROUND,1.0
Paper_11,Investigate the characteristics and evolution of technology fusion in the solar PV industry,HAS_PURPOSE,1.0
Paper_11,Analyze how structural patterns of fusion changed over a 15-year period,HAS_PURPOSE,1.0
Paper_11,Co-occurrence network analysis of IPC codes,HAS_METHODOLOGY,1.0
Paper_11,Study of photovoltaic patents in South Korea during 2002-2016 period,HAS_METHODOLOGY,1.0
Paper_11,Technology fusion strength greatly increased during 2002-2016 period,HAS_RESULTS,1.0
Paper_11,Structural pattern of fusion diversified/decentralized over time,HAS_RESULTS,1.0
Paper_11,"Early stage featured new technology emergence, later stage focused on existing technology utilization",HAS_RESULTS,1.0
Paper_11,"Early stage driven by product technologies (materials, components), later stage by operation technologies (monitor, structure, arrangement)",HAS_RESULTS,1.0
Paper_12,Nations need to understand their current position and other nations' positions in technology domains for strategic planning.,HAS_BACKGROUND,1.0
Paper_12,Existing methods for positioning national technological efforts require improvement in quantifying and visualizing national focus areas.,HAS_BACKGROUND,1.0
Paper_12,To develop a method for positioning nations' technological efforts within a specific technology domain.,HAS_PURPOSE,1.0
Paper_12,To visualize and compare where different nations are focusing their patenting activities using network analysis.,HAS_PURPOSE,1.0
Paper_12,Builds a network of International Patent Classifications (IPCs) based on co-occurrence in patent applications.,HAS_METHODOLOGY,1.0
Paper_12,Applies the Revealed Patent Application Advantage (RPAA) index to quantify national technological focus.,HAS_METHODOLOGY,1.0
Paper_12,"Method applied to electric vehicle technology domain for mainland China, Germany, Japan, and United States.",HAS_METHODOLOGY,1.0
Paper_13,Knowledge spillovers among firms and nations occur imperfectly,HAS_BACKGROUND,1.0
Paper_13,"Institutions and labor networks vary by region, suggesting regional variations in spillover localization",HAS_BACKGROUND,1.0
Paper_13,Limited understanding of how patent holder mobility affects knowledge localization in specific technological domains,HAS_BACKGROUND,1.0
Paper_13,Investigate the relationship between mobility of major patent holders and localization of technological knowledge,HAS_PURPOSE,1.0
Paper_13,Examine how interfirm mobility of engineers influences local knowledge transfer,HAS_PURPOSE,1.0
Paper_13,Determine if knowledge localization is region-specific and varies across different areas,HAS_PURPOSE,1.0
Paper_13,Analysis of patent citations of important semiconductor innovations,HAS_METHODOLOGY,1.0
Paper_13,Analysis of data on interfirm mobility of patent holders,HAS_METHODOLOGY,1.0
Paper_13,Focus on regional labor networks as embedding knowledge flow,HAS_METHODOLOGY,1.0
Paper_13,Knowledge localization,HAS_RESULTS,1.0
Paper_13,Knowledge localization,HAS_RESULTS,1.0
Paper_13,Interfirm mobility of engineers empirically shown to influence local knowledge transfer,HAS_RESULTS,1.0
Paper_14,"General statistical techniques struggle to capture underlying technological interconnection information in complex, dynamic modern technologies.",HAS_BACKGROUND,1.0
Paper_14,Patent documents contain rich information that can indicate technological evolution over sequential time periods.,HAS_BACKGROUND,1.0
Paper_14,Complex network analysis is identified as a powerful tool to investigate technological evolution.,HAS_BACKGROUND,1.0
Paper_14,Construct technological networks based on core terms from patent documents to present technology distribution.,HAS_PURPOSE,1.0
Paper_14,Understand technological evolution in detail by comparing networks across sequential time periods.,HAS_PURPOSE,1.0
Paper_14,Forecast technology opportunities to assist R&D planning and technological commercialization.,HAS_PURPOSE,1.0
Paper_14,Uses core terms derived from patent documents to construct technological networks.,HAS_METHODOLOGY,1.0
Paper_14,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_14,Conducts a case study on China's artificial intelligence technologies evolution.,HAS_METHODOLOGY,1.0
Paper_14,Demonstrates the feasibility of the method through the China AI case study.,HAS_RESULTS,1.0
Paper_15,Internet of Things (IoT) represents the third wave of information industry after computers and Internet,HAS_BACKGROUND,1.0
Paper_15,Cloud computing is a key technology within IoT scope,HAS_BACKGROUND,1.0
Paper_15,Analysis of cloud computing patents from 1963-2014 period,HAS_BACKGROUND,1.0
Paper_15,Analyze cloud computing technology patents using patent metrology and complex network analysis,HAS_PURPOSE,1.0
Paper_15,Compare technological development between China and the U.S. in cloud computing,HAS_PURPOSE,1.0
Paper_15,Extracted patents from Derwent Innovations Index database (1963-2014),HAS_METHODOLOGY,1.0
Paper_15,Utilized patented metrology research methods,HAS_METHODOLOGY,1.0
Paper_15,Social Network Analysis (SNA) methodology,HAS_METHODOLOGY,1.0
Paper_15,China has small number of R&D personnel and lacks unique/leading cloud computing technologies,HAS_RESULTS,1.0
Paper_15,U.S. companies demonstrate relatively strong R&D capabilities,HAS_RESULTS,1.0
Paper_15,Significant gap exists between China and U.S. in cloud computing technology development,HAS_RESULTS,1.0
Paper_16,Traditional product platform planning relies on heuristic and manual approaches based on expertise and intuition,HAS_BACKGROUND,1.0
Paper_16,Need to reduce cost and lead time for design and development of product-system families,HAS_BACKGROUND,1.0
Paper_16,Goal to achieve tradeoff between economy of scope from product variety and economy of scale from platform sharing,HAS_BACKGROUND,1.0
Paper_16,Propose a data-driven method to draw the boundary of a platform-system,HAS_PURPOSE,1.0
Paper_16,Complement other platform design approaches and assist designers in the architecting process,HAS_PURPOSE,1.0
Paper_16,Identify optimal core-periphery structure for function networks,HAS_PURPOSE,1.0
Paper_16,Generate network of functions through relationships of their co-occurrences in prior designs,HAS_METHODOLOGY,1.0
Paper_16,Use network analysis algorithm to identify core-periphery structure,HAS_METHODOLOGY,1.0
Paper_16,Apply method to spherical rolling robots (SRRs) domain using patent data,HAS_METHODOLOGY,1.0
Paper_16,Functions in network core co-occur cohesively and frequently in prior designs,HAS_RESULTS,1.0
Paper_16,Core functions suggested for inclusion in potential platform to be shared across product-systems,HAS_RESULTS,1.0
Paper_16,Method demonstrated through application to spherical rolling robots domain,HAS_RESULTS,1.0
Paper_17,Analysis of Sino-South Korea collaborations in science and technology from 2004-2014,HAS_BACKGROUND,1.0
Paper_17,Examination of university-industry-government (UIG) relations through co-authored papers and co-assigned patents,HAS_BACKGROUND,1.0
Paper_17,Identified imbalance between science and technology in knowledge dynamics between the two countries,HAS_BACKGROUND,1.0
Paper_17,Explore networks of UIG relations in Sino-South Korea collaborations at institutional and global levels,HAS_PURPOSE,1.0
Paper_17,Capture recent trends and patterns of collaborative innovation activities,HAS_PURPOSE,1.0
Paper_17,Investigate structure and dynamics of Sino-Korea scientific and technological collaborations from a triple helix perspective,HAS_PURPOSE,1.0
Paper_17,Analysis of patents and scientific publications from 2004-2014,HAS_METHODOLOGY,1.0
Paper_17,Patent network analysis using patent citation data to analyze knowledge flow among technological fields,HAS_METHODOLOGY,1.0
Paper_17,Triple helix framework approach to examine UIG collaborations,HAS_METHODOLOGY,1.0
Paper_17,Scientific collaboration networks have much higher scale and density than technological collaboration networks,HAS_RESULTS,1.0
Paper_17,Technological collaboration between China and Korea is uncommon in patents and needs strengthening,HAS_RESULTS,1.0
Paper_17,Reveals different extent and intensity of collaborative efforts between the two countries,HAS_RESULTS,1.0
Paper_18,"Analysis of innovation and development literature, focusing on Latin American innovation systems",HAS_BACKGROUND,1.0
Paper_18,Limited understanding of absorptive and connectivity capacities of Latin American innovation systems over time,HAS_BACKGROUND,1.0
Paper_18,Need to examine collaboration networks in invention and knowledge appropriation processes,HAS_BACKGROUND,1.0
Paper_18,Analyze absorptive and connectivity capacities of Latin American innovation systems between 1970-2017,HAS_PURPOSE,1.0
Paper_18,Measure critical attributes of innovation systems through network structural properties and evolution,HAS_PURPOSE,1.0
Paper_18,Identify different trajectories of innovation systems within Latin America and their relationship to national development,HAS_PURPOSE,1.0
Paper_18,Network analysis applied to USPTO database containing Latin American inventors,HAS_METHODOLOGY,1.0
Paper_18,Construction and analysis of collaboration networks in invention and knowledge appropriation,HAS_METHODOLOGY,1.0
Paper_18,Examination of structural properties and evolution of innovation networks over 47-year period,HAS_METHODOLOGY,1.0
Paper_18,Networks exhibit low absorptive capacity and high external openness,HAS_RESULTS,1.0
Paper_18,Critical linkages with external nodes identified in network growth process,HAS_RESULTS,1.0
Paper_18,Different innovation system trajectories identified with varying paths of capability accumulation/deaccumulation and network maturity,HAS_RESULTS,1.0
Paper_19,Analysis of research trends in humanoid robotics has lacked systematic identification of evolving topics and underlying knowledge themes across scientific articles and patents.,HAS_BACKGROUND,1.0
Paper_19,"There is a need to understand the relationships among subfields and detect important, influential research areas in humanoid technology.",HAS_BACKGROUND,1.0
Paper_19,To identify evolving trends and underlying topics in humanoid robot research through analysis of scientific articles and patents.,HAS_PURPOSE,1.0
Paper_19,To detect important sub-areas and visualize relationships among research subfields using quantitative methods.,HAS_PURPOSE,1.0
Paper_19,To uncover hidden knowledge themes and valuable research patterns from publications in humanoid technology.,HAS_PURPOSE,1.0
Paper_19,Used topic modelling based on latent Dirichlet allocation (LDA) analysis to identify underlying topics in sub-areas.,HAS_METHODOLOGY,1.0
Paper_19,Applied social network analysis to measure centrality indices of publication keywords to detect influential sub-areas.,HAS_METHODOLOGY,1.0
Paper_19,Employed co-occurrence analysis of keywords to visualize relationships among subfields.,HAS_METHODOLOGY,1.0
Paper_19,Successfully identified evolving topics and current focus areas in humanoid technology research.,HAS_RESULTS,1.0
Paper_19,"Revealed hidden knowledge themes through patent analysis, contributing to understanding of research patterns in the field.",HAS_RESULTS,1.0
Paper_20,"Randomized trials have compared coronary artery bypass conduit patency, but only through pairwise comparisons.",HAS_BACKGROUND,1.0
Paper_20,A comprehensive evaluation of patency rates for all conduits has not been published.,HAS_BACKGROUND,1.0
Paper_20,There is a gap in the literature regarding a network meta-analysis of all available conduits.,HAS_BACKGROUND,1.0
Paper_20,To investigate angiographic patency rates of all conduits used in coronary bypass surgery.,HAS_PURPOSE,1.0
Paper_20,To perform a network meta-analysis of current randomized evidence.,HAS_PURPOSE,1.0
Paper_20,Systematic literature search for randomized controlled trials comparing angiographic patency rates.,HAS_METHODOLOGY,1.0
Paper_20,"Compared conduits: conventionally harvested saphenous vein, no-touch saphenous vein, radial artery (RA), right internal thoracic artery, gastroepiploic artery.",HAS_METHODOLOGY,1.0
Paper_20,Primary outcome was graft occlusion. Included 14 studies with 3651 grafts analyzed (weighted mean follow-up: 5.1 years).,HAS_METHODOLOGY,1.0
Paper_20,"Compared to conventionally harvested saphenous vein, RA (IRR 0.54; 95% CI 0.35-0.82) and no-touch saphenous vein (IRR 0.55; 95% CI 0.39-0.78) had significantly lower graft occlusion.",HAS_RESULTS,1.0
Paper_20,"RA ranked as best conduit (score 0.87 vs 0.85 for no-touch saphenous vein, 0.23 for right internal thoracic artery, 0.29 for gastroepiploic artery, 0.25 for conventional saphenous vein).",HAS_RESULTS,1.0
Paper_20,Conclusion: Only RA and no-touch saphenous vein show significantly lower occlusion rates compared to conventional saphenous vein.,HAS_RESULTS,1.0
Paper_21,"Identifying technology convergence is becoming increasingly difficult, particularly in fast-evolving and cross-technological fields",HAS_BACKGROUND,1.0
Paper_21,Current methods struggle to capture dynamic patterns of technological convergence over time,HAS_BACKGROUND,1.0
Paper_21,Provide a novel method for mapping technologies and their relations over time,HAS_PURPOSE,1.0
Paper_21,Identify dynamic patterns of technological convergence,HAS_PURPOSE,1.0
Paper_21,Test the methodology on the C4ISTAR field (a defense-related cross-technological field),HAS_PURPOSE,1.0
Paper_21,"Automatically extract technologies from scientific papers, policy documents, websites, and company reports using Named Entity Recognition approaches",HAS_METHODOLOGY,1.0
Paper_21,"Retrieve technologies from a corpus of over 300,000 patents related to the C4ISTAR domain",HAS_METHODOLOGY,1.0
Paper_21,Measure technology co-occurrences over time using time-varying network analysis,HAS_METHODOLOGY,1.0
Paper_22,Patent citation analysis has gained considerable traction but social perspectives of patent citation networks have not been studied earlier,HAS_BACKGROUND,1.0
Paper_22,Existing research lacks analysis of how social properties like homophily and transitivity affect patent citations,HAS_BACKGROUND,1.0
Paper_22,Limited understanding of citation patterns across different patent sectors and how they are affected by sector size,HAS_BACKGROUND,1.0
Paper_22,Provide a perspective of citation network analysis of patents from a statistical viewpoint,HAS_PURPOSE,1.0
Paper_22,Analyze patent citation networks using Exponential Random Graph Models (ERGMs) to understand social perspectives,HAS_PURPOSE,1.0
Paper_22,Provide new insights into European patents and serve as an account for fitting ERGMs on large networks,HAS_PURPOSE,1.0
Paper_22,Collect extensive information on patents and citations,HAS_METHODOLOGY,1.0
Paper_22,Use Exponential Random Graph Models (ERGMs) to analyze citation networks,HAS_METHODOLOGY,1.0
Paper_22,Analyze European patents with focus on structural network properties and descriptive analysis,HAS_METHODOLOGY,1.0
Paper_22,Social properties (homophily and transitivity) together with technicalities have significant effect on citations,HAS_RESULTS,1.0
Paper_22,Demonstrated inclination to cite patents from same country/language (homophily) and references' references (transitivity),HAS_RESULTS,1.0
Paper_22,Provided in-depth analysis of citations for patent sectors and how they are affected by sector size,HAS_RESULTS,1.0
Paper_23,IoT technology is rapidly evolving and expected to be an all-pervasive technology with significantly growing patents,HAS_BACKGROUND,1.0
Paper_23,Patents contain valuable information about the innovation path of IoT technology in different fields,HAS_BACKGROUND,1.0
Paper_23,There is a need to understand IoT technology's innovation path to create more novel applications,HAS_BACKGROUND,1.0
Paper_23,To analyze IoT patents to understand the structure of IoT innovation path,HAS_PURPOSE,1.0
Paper_23,To provide guidelines on how innovation steps should start in IoT,HAS_PURPOSE,1.0
Paper_23,To identify critical nodes in IoT technology development through patent analysis,HAS_PURPOSE,1.0
Paper_23,Patent analysis based on International Patent Classification (IPC) co-occurrence network,HAS_METHODOLOGY,1.0
Paper_23,Social Network Analysis (SNA) algorithms for network analysis,HAS_METHODOLOGY,1.0
Paper_23,TOPSIS method for identifying the most critical nodes,HAS_METHODOLOGY,1.0
Paper_23,Findings illustrate the structure of the innovation path of IoT,HAS_RESULTS,1.0
Paper_23,Results help create more applications and combinations of IoT with other fields,HAS_RESULTS,1.0
Paper_23,Provides guidelines for innovation steps in IoT technology,HAS_RESULTS,1.0
Paper_24,Patent documents are valuable knowledge sources for technology but analyzing them for trend forecasting traditionally relies on subjective expert experience,HAS_BACKGROUND,1.0
Paper_24,The massive volume of patent text data makes it difficult for experts to extract knowledge precisely and promptly,HAS_BACKGROUND,1.0
Paper_24,Existing statistical and data mining methods for patent analysis lack comprehensive trend identification capabilities,HAS_BACKGROUND,1.0
Paper_24,Apply data mining and social network analysis to identify emerging technologies and informative trends from patent data,HAS_PURPOSE,1.0
Paper_24,Gain objective knowledge about technology development patterns from patent documents,HAS_PURPOSE,1.0
Paper_24,Used patent data from European Patent Office (EPO) including IPC codes and patent titles,HAS_METHODOLOGY,1.0
Paper_24,"Applied K-means clustering, text mining, and association rule mining methods",HAS_METHODOLOGY,1.0
Paper_24,Combined association rule mining with social network analysis (SNA) for trend analysis,HAS_METHODOLOGY,1.0
Paper_24,Identified emerging technology clusters and meaningful patterns in patent data,HAS_RESULTS,1.0
Paper_24,SNA provided metric measurements to identify most influential technologies,HAS_RESULTS,1.0
Paper_24,Generated network visualizations showing technology development structure and relationships,HAS_RESULTS,1.0
Paper_25,Cryptogenic stroke in patients under 60 years old often has a patent foramen ovale (PFO) as a potential cause.,HAS_BACKGROUND,1.0
Paper_25,"Current management options include PFO closure plus antiplatelet therapy, antiplatelet therapy alone, or anticoagulation alone, but their relative effectiveness is uncertain.",HAS_BACKGROUND,1.0
Paper_25,To systematically compare the relative impact of three management options for PFO-associated cryptogenic stroke in patients aged <60 years.,HAS_PURPOSE,1.0
Paper_25,To conduct a network meta-analysis supported by external evidence to evaluate recurrence risk and adverse events.,HAS_PURPOSE,1.0
Paper_25,"Network meta-analysis of randomized controlled trials (RCTs) from multiple databases (PubMed, Cochrane Library, CNKI, Wanfang, VIP)",HAS_METHODOLOGY,1.0
Paper_25,"Data sources: Medline, EMBASE, and Cochrane CENTRAL.",HAS_METHODOLOGY,1.0
Paper_25,Certainty of evidence rated using the GRADE system.,HAS_METHODOLOGY,1.0
Paper_25,"PFO closure plus antiplatelet therapy probably reduces ischemic stroke recurrence compared to antiplatelet alone (RD -87 per 1000 over 5 years, moderate certainty).",HAS_RESULTS,1.0
Paper_25,"PFO closure probably increases risk of persistent atrial fibrillation (RD +18, moderate certainty) and device-related adverse events (RD +36, high certainty).",HAS_RESULTS,1.0
Paper_25,"Anticoagulation may reduce stroke recurrence compared to antiplatelet therapy but probably increases major bleeding risk (RD +12, moderate certainty).",HAS_RESULTS,1.0
Paper_26,Current UAM (Urban Air Mobility) technology development requires effective partnership strategies for competitive advantage,HAS_BACKGROUND,1.0
Paper_26,There is a lack of systematic methods for identifying suitable partners through patent analysis in the UAM field,HAS_BACKGROUND,1.0
Paper_26,To identify patent impact index and cooperation network through patent analysis for leading UAM companies,HAS_PURPOSE,1.0
Paper_26,To help companies seek effective partners to improve competitiveness in future UAM technology development,HAS_PURPOSE,1.0
Paper_26,To propose and verify novel patent analysis methods specifically for UAM patents,HAS_PURPOSE,1.0
Paper_26,Patent analysis conducted on leading companies with active patent activities in UAM field,HAS_METHODOLOGY,1.0
Paper_26,Technology classification used to match companies by parts/components,HAS_METHODOLOGY,1.0
Paper_26,Technical capability index utilized to identify qualified companies,HAS_METHODOLOGY,1.0
