Id,Label,Type
Policymakers and industry need to understand factors shaping a technology's knowledge trajectory.,Policymakers and industry need to understand factors shaping a technology's knowledge trajectory.,Entity
Chinese patent medicines,Chinese patent medicines,Entity
Focus on absorptive and connectivity capacities of Latin American innovation systems (1970‑2017),Focus on absorptive and connectivity capacities of Latin American innovation systems (1970‑2017),Entity
Dynamic citation relationships affect a patent's influence but are not controlled by the owner,Dynamic citation relationships affect a patent's influence but are not controlled by the owner,Entity
"Existing literature rarely maps the interconnected relations, essential elements, and long‑term attributes of a quantum ecosystem.","Existing literature rarely maps the interconnected relations, essential elements, and long‑term attributes of a quantum ecosystem.",Entity
Rapid development and convergence of technologies in the solar photovoltaic industry in South Korea,Rapid development and convergence of technologies in the solar photovoltaic industry in South Korea,Entity
Identifying prevalent problems is crucial for strategic innovation in emerging technologies,Identifying prevalent problems is crucial for strategic innovation in emerging technologies,Entity
Technological capabilities are critical resources for competitive advantage,Technological capabilities are critical resources for competitive advantage,Entity
Empirical studies on the evolution of small-world structures and their actual benefits are limited.,Empirical studies on the evolution of small-world structures and their actual benefits are limited.,Entity
Companies building patent portfolio strategies need efficient ways to identify similar technologies.,Companies building patent portfolio strategies need efficient ways to identify similar technologies.,Entity
Changes in International Patent Classification (IPC) codes influence the development trajectory of UIC technologies.,Changes in International Patent Classification (IPC) codes influence the development trajectory of UIC technologies.,Entity
Chinese patent medicines that activate blood and resolve stasis are widely used but lack comparative evidence.,Chinese patent medicines that activate blood and resolve stasis are widely used but lack comparative evidence.,Entity
Bibliometric coupling is used to extract latent information from bibliographic data.,Bibliometric coupling is used to extract latent information from bibliographic data.,Entity
Product-system platforms aim to lower design and development cost and lead time while balancing economy of scope (variety) and economy of scale (sharing).,Product-system platforms aim to lower design and development cost and lead time while balancing economy of scope (variety) and economy of scale (sharing).,Entity
Need to measure structural attributes of regional innovation networks,Need to measure structural attributes of regional innovation networks,Entity
A comprehensive evaluation of all conduit patency rates has not been published,A comprehensive evaluation of all conduit patency rates has not been published,Entity
Existing approaches struggle to reveal hidden topics and research content in specific fields.,Existing approaches struggle to reveal hidden topics and research content in specific fields.,Entity
Existing studies lack a statistical and social network perspective on patent citations.,Existing studies lack a statistical and social network perspective on patent citations.,Entity
Data obtained from the Polish Patent Office database,Data obtained from the Polish Patent Office database,Entity
Shift to Industry 5.0 and changing global power dynamics,Shift to Industry 5.0 and changing global power dynamics,Entity
"AI is being introduced in disaster areas to replace humans, prevent disasters, and minimize damages.","AI is being introduced in disaster areas to replace humans, prevent disasters, and minimize damages.",Entity
Rapid development of the Chinese construction industry has not been matched by research on patent cooperative patterns and evolution trends.,Rapid development of the Chinese construction industry has not been matched by research on patent cooperative patterns and evolution trends.,Entity
Management of patent ductus arteriosus (PDA) in preterm infants is controversial.,Management of patent ductus arteriosus (PDA) in preterm infants is controversial.,Entity
Patent value assessment traditionally relies on static characteristics controlled by owners,Patent value assessment traditionally relies on static characteristics controlled by owners,Entity
Patent citation networks encode richer structural information beyond simple counts.,Patent citation networks encode richer structural information beyond simple counts.,Entity
"Blockchain technology offers high growth potential by streamlining procedures, reducing costs, and innovating work processes.","Blockchain technology offers high growth potential by streamlining procedures, reducing costs, and innovating work processes.",Entity
Existing studies lack focus on the patent development network perspective for construction enterprises.,Existing studies lack focus on the patent development network perspective for construction enterprises.,Entity
"Gastric cancer treatment commonly relies on chemotherapy, which can cause significant adverse effects.","Gastric cancer treatment commonly relies on chemotherapy, which can cause significant adverse effects.",Entity
Patents serve as a detailed index of technological competitiveness.,Patents serve as a detailed index of technological competitiveness.,Entity
"Patent citation network analysis is used to identify knowledge flow across countries, institutions, or corporations.","Patent citation network analysis is used to identify knowledge flow across countries, institutions, or corporations.",Entity
Patients under 60 years with cryptogenic stroke and a patent foramen ovale (PFO) have uncertain optimal management.,Patients under 60 years with cryptogenic stroke and a patent foramen ovale (PFO) have uncertain optimal management.,Entity
"Current patent analyses often lack systematic, context‑based approaches","Current patent analyses often lack systematic, context‑based approaches",Entity
Current lack of top‑level design and comprehensive industrial policies hampers technological innovation in the energy‑saving sector.,Current lack of top‑level design and comprehensive industrial policies hampers technological innovation in the energy‑saving sector.,Entity
Empirical investigations of the dynamic evolution of such networks in China are scarce.,Empirical investigations of the dynamic evolution of such networks in China are scarce.,Entity
Primary liver cancer is commonly treated with transcatheter arterial chemoembolization (TACE).,Primary liver cancer is commonly treated with transcatheter arterial chemoembolization (TACE).,Entity
"Combining blockchain with 5G fulfills these requirements, leading to a rapid increase in related patent filings.","Combining blockchain with 5G fulfills these requirements, leading to a rapid increase in related patent filings.",Entity
Patent cooperation networks are crucial platforms for enterprises' open innovation.,Patent cooperation networks are crucial platforms for enterprises' open innovation.,Entity
Chinese patent medicines are widely used in China as complementary treatments for DN.,Chinese patent medicines are widely used in China as complementary treatments for DN.,Entity
"IoT is rapidly expanding and integrating into daily life, generating a growing number of patents","IoT is rapidly expanding and integrating into daily life, generating a growing number of patents",Entity
Small-world networks have attracted substantial theoretical interest and are widely hypothesized to boost creativity.,Small-world networks have attracted substantial theoretical interest and are widely hypothesized to boost creativity.,Entity
Two main therapeutic strategies are percutaneous closure and oral anticoagulant therapy (OAT).,Two main therapeutic strategies are percutaneous closure and oral anticoagulant therapy (OAT).,Entity
Citation analysis is the most commonly used technique for patent analysis.,Citation analysis is the most commonly used technique for patent analysis.,Entity
Randomized trials have compared coronary bypass conduit patency but only via pairwise comparisons,Randomized trials have compared coronary bypass conduit patency but only via pairwise comparisons,Entity
Chinese patent medicines containing red yeast rice are widely used in clinical practice.,Chinese patent medicines containing red yeast rice are widely used in clinical practice.,Entity
Rapid evolution of the mobile ecosystem due to the emergence of smartphones.,Rapid evolution of the mobile ecosystem due to the emergence of smartphones.,Entity
Exploratory innovation requires access to heterogeneous resources and high-quality cooperation.,Exploratory innovation requires access to heterogeneous resources and high-quality cooperation.,Entity
Patent citation analysis has gained increasing attention over recent decades.,Patent citation analysis has gained increasing attention over recent decades.,Entity
Quantum technologies are driving transformative societal changes and require a supportive ecosystem encompassing social and scientific/technological activities.,Quantum technologies are driving transformative societal changes and require a supportive ecosystem encompassing social and scientific/technological activities.,Entity
Patent co‑ownership network in Poland for the year 2011,Patent co‑ownership network in Poland for the year 2011,Entity
"Technology evolution is increasingly complex and dynamic, making traditional statistical methods inadequate.","Technology evolution is increasingly complex and dynamic, making traditional statistical methods inadequate.",Entity
"Patent risks have attracted growing attention due to their impact on innovation, including loss of key patents, higher R&D costs, and potential infringement litigation.","Patent risks have attracted growing attention due to their impact on innovation, including loss of key patents, higher R&D costs, and potential infringement litigation.",Entity
Technological development may affect inter‑regional hierarchy in knowledge flows within a nation.,Technological development may affect inter‑regional hierarchy in knowledge flows within a nation.,Entity
Technology trend forecasting from patents traditionally relies on subjective expert experience.,Technology trend forecasting from patents traditionally relies on subjective expert experience.,Entity
Recent patent analysis approaches employ statistical and machine‑learning techniques.,Recent patent analysis approaches employ statistical and machine‑learning techniques.,Entity
Patent examination requires efficient similarity searching to detect infringement.,Patent examination requires efficient similarity searching to detect infringement.,Entity
Essential patents declared by SSO members play a critical role in standardization processes.,Essential patents declared by SSO members play a critical role in standardization processes.,Entity
There is a need to analyze disaster AI to effectively leverage its capabilities.,There is a need to analyze disaster AI to effectively leverage its capabilities.,Entity
Firms align R&D efforts with their strategic direction,Firms align R&D efforts with their strategic direction,Entity
"Two contrasting scenarios exist: (1) globalization of regional innovation reduces hierarchy, and (2) globalization of national innovation maintains hierarchy.","Two contrasting scenarios exist: (1) globalization of regional innovation reduces hierarchy, and (2) globalization of national innovation maintains hierarchy.",Entity
Patent data from USPTO and KIPO provide a basis for analyzing convergence patterns.,Patent data from USPTO and KIPO provide a basis for analyzing convergence patterns.,Entity
Academic patents have risen sharply in the past decade as university roles in innovation evolve,Academic patents have risen sharply in the past decade as university roles in innovation evolve,Entity
Limited understanding of how technology fusion evolves over time in this sector,Limited understanding of how technology fusion evolves over time in this sector,Entity
Smart logistics has been selected as the focus due to its growing relevance.,Smart logistics has been selected as the focus due to its growing relevance.,Entity
Global patent cooperation data (1999-2020) used as the empirical basis,Global patent cooperation data (1999-2020) used as the empirical basis,Entity
Tacit knowledge recombination and boundary‑spanning mechanisms affect firms' competitiveness.,Tacit knowledge recombination and boundary‑spanning mechanisms affect firms' competitiveness.,Entity
Collaboration innovations among diverse entities are critical for the transportation sector.,Collaboration innovations among diverse entities are critical for the transportation sector.,Entity
Technology management is crucial for both companies and nations.,Technology management is crucial for both companies and nations.,Entity
Patent transaction markets are influenced by market power in negotiations and technological connections within an industry.,Patent transaction markets are influenced by market power in negotiations and technological connections within an industry.,Entity
Waste-to-energy (WTE) incineration is a promising technical solution for managing this waste surge.,Waste-to-energy (WTE) incineration is a promising technical solution for managing this waste surge.,Entity
Network visualization aids exploration of large patent corpora.,Network visualization aids exploration of large patent corpora.,Entity
"Prior research on inventive performance has assumed symmetric thickening or thinning of the outcome distribution, implying that higher breakthrough probability comes with higher failure probability.","Prior research on inventive performance has assumed symmetric thickening or thinning of the outcome distribution, implying that higher breakthrough probability comes with higher failure probability.",Entity
"Technological convergence, the merging and overlapping of technologies, is a prominent recent innovation trend.","Technological convergence, the merging and overlapping of technologies, is a prominent recent innovation trend.",Entity
Citation counts are a common metric but only capture immediate neighbor information.,Citation counts are a common metric but only capture immediate neighbor information.,Entity
Rapid accumulation of scientific articles and patents on humanoid robots necessitates systematic analysis of research trends.,Rapid accumulation of scientific articles and patents on humanoid robots necessitates systematic analysis of research trends.,Entity
"Plant biotechnology has become a radical agricultural innovation, leading to increased patenting by universities, biotech firms, and seed and agrochemical corporations.","Plant biotechnology has become a radical agricultural innovation, leading to increased patenting by universities, biotech firms, and seed and agrochemical corporations.",Entity
Blockchain technology has gained significant attention and widespread application across various fields.,Blockchain technology has gained significant attention and widespread application across various fields.,Entity
"The rise of 5G, mobile, and optical communications has made semiconductor optical amplifiers (SOAs) a key research area.","The rise of 5G, mobile, and optical communications has made semiconductor optical amplifiers (SOAs) a key research area.",Entity
"Traditional patent citation analysis focuses on statistical study of citations, while network analysis applies social network analysis parameters.","Traditional patent citation analysis focuses on statistical study of citations, while network analysis applies social network analysis parameters.",Entity
Patents related to cloud computing from 1963-2014 are available in the Derwent Innovations Index database.,Patents related to cloud computing from 1963-2014 are available in the Derwent Innovations Index database.,Entity
Characteristics and sources of R&D funding critically affect commercialization of academic research,Characteristics and sources of R&D funding critically affect commercialization of academic research,Entity
Large patent databases make it difficult to quickly locate same or similar patents.,Large patent databases make it difficult to quickly locate same or similar patents.,Entity
Patent documents contain extensive technical and commercial knowledge.,Patent documents contain extensive technical and commercial knowledge.,Entity
Patent analysis can be used to monitor rival companies and diverse industries.,Patent analysis can be used to monitor rival companies and diverse industries.,Entity
University-industry collaboration is crucial for knowledge production and patent value in emerging interdisciplinary fields.,University-industry collaboration is crucial for knowledge production and patent value in emerging interdisciplinary fields.,Entity
Retrosynthetic reaction prediction is a challenging problem in computational chemistry.,Retrosynthetic reaction prediction is a challenging problem in computational chemistry.,Entity
Oral Chinese patent medicines are widely used as adjuvant therapies in China for gastric cancer.,Oral Chinese patent medicines are widely used as adjuvant therapies in China for gastric cancer.,Entity
Existing rule‑based expert systems have limitations in coverage and flexibility.,Existing rule‑based expert systems have limitations in coverage and flexibility.,Entity
Need for integrated network analysis methods to identify core safety fields,Need for integrated network analysis methods to identify core safety fields,Entity
Technical innovation performance of patent‑intensive firms is critical yet understudied.,Technical innovation performance of patent‑intensive firms is critical yet understudied.,Entity
Cooperative R&D between large firms and SMEs is emphasized for innovation and profitable business deployment.,Cooperative R&D between large firms and SMEs is emphasized for innovation and profitable business deployment.,Entity
"Institutions and labor networks differ by region, suggesting possible regional variations in spillover localization.","Institutions and labor networks differ by region, suggesting possible regional variations in spillover localization.",Entity
"Patent documents provide rich, time‑sequenced information suitable for studying technology evolution.","Patent documents provide rich, time‑sequenced information suitable for studying technology evolution.",Entity
Existing literature lacks comprehensive methods for identifying and understanding the distribution of such risks across technologies.,Existing literature lacks comprehensive methods for identifying and understanding the distribution of such risks across technologies.,Entity
Technology standards are vital for increasing bargaining power and licensing revenues through firm-SSO collaborations.,Technology standards are vital for increasing bargaining power and licensing revenues through firm-SSO collaborations.,Entity
Patent analysis is an effective way to uncover development trends and technical hotspots.,Patent analysis is an effective way to uncover development trends and technical hotspots.,Entity
Knowledge-intensive activities significantly contribute to technological development.,Knowledge-intensive activities significantly contribute to technological development.,Entity
Interest in understanding structural characteristics of co‑ownership relations,Interest in understanding structural characteristics of co‑ownership relations,Entity
Knowledge spillovers are imperfect and uneven across firms and nations.,Knowledge spillovers are imperfect and uneven across firms and nations.,Entity
Existing approaches lack a systematic way to map and compare national efforts across technology fields.,Existing approaches lack a systematic way to map and compare national efforts across technology fields.,Entity
Municipal solid waste in China is rapidly increasing due to urbanization and rising living standards.,Municipal solid waste in China is rapidly increasing due to urbanization and rising living standards.,Entity
Existing randomized controlled trials (RCTs) on these combinations have not been systematically compared.,Existing randomized controlled trials (RCTs) on these combinations have not been systematically compared.,Entity
Quantum technologies are driving transformative societal changes but the supporting quantum ecosystem is under‑described in the literature.,Quantum technologies are driving transformative societal changes but the supporting quantum ecosystem is under‑described in the literature.,Entity
It serves as a shortcut for developing countries to accelerate technology development.,It serves as a shortcut for developing countries to accelerate technology development.,Entity
Previous network‑analysis studies found that essential patents often do not align with firms' actual knowledge positions in the main‑path of standards‑based markets.,Previous network‑analysis studies found that essential patents often do not align with firms' actual knowledge positions in the main‑path of standards‑based markets.,Entity
"Both strategies carry specific safety concerns (atrial fibrillation for closure, bleeding for OAT).","Both strategies carry specific safety concerns (atrial fibrillation for closure, bleeding for OAT).",Entity
It offers advantages over traditional patent analysis methods but faces crucial limitations.,It offers advantages over traditional patent analysis methods but faces crucial limitations.,Entity
"Identifying technology convergence is increasingly difficult in fast‑evolving, cross‑technological domains.","Identifying technology convergence is increasingly difficult in fast‑evolving, cross‑technological domains.",Entity
Technological cooperation is essential for regional innovation and knowledge dissemination.,Technological cooperation is essential for regional innovation and knowledge dissemination.,Entity
"Three main therapeutic options exist: percutaneous PFO closure combined with antiplatelet therapy, antiplatelet therapy alone, and anticoagulation alone.","Three main therapeutic options exist: percutaneous PFO closure combined with antiplatelet therapy, antiplatelet therapy alone, and anticoagulation alone.",Entity
University–Industry–Government (UIG) relationships are key to collaborative innovation.,University–Industry–Government (UIG) relationships are key to collaborative innovation.,Entity
Patents contain valuable information on IoT innovation pathways across various fields,Patents contain valuable information on IoT innovation pathways across various fields,Entity
Mobile inventors and inventor networks influence knowledge diffusion across firms and within cities or states.,Mobile inventors and inventor networks influence knowledge diffusion across firms and within cities or states.,Entity
Patients with patent foramen ovale (PFO) are at risk for recurrent stroke.,Patients with patent foramen ovale (PFO) are at risk for recurrent stroke.,Entity
"Patents are highly heterogeneous, with a minority delivering far greater impact and value.","Patents are highly heterogeneous, with a minority delivering far greater impact and value.",Entity
Patent management is increasingly important for sustaining competitive advantage.,Patent management is increasingly important for sustaining competitive advantage.,Entity
"Existing SOA studies focus mainly on technical details or market analysis, lacking identification of critical technologies and development trends.","Existing SOA studies focus mainly on technical details or market analysis, lacking identification of critical technologies and development trends.",Entity
Existing studies have not identified or linked factors from both national and sectoral innovation systems within networks.,Existing studies have not identified or linked factors from both national and sectoral innovation systems within networks.,Entity
China's increasing technological influence in Africa,China's increasing technological influence in Africa,Entity
"Objective, data‑driven methods are needed to efficiently analyze large patent collections.","Objective, data‑driven methods are needed to efficiently analyze large patent collections.",Entity
Global mobile firms prioritize technological competition to secure strong mobile platforms.,Global mobile firms prioritize technological competition to secure strong mobile platforms.,Entity
Relational dynamics influence innovation outcomes,Relational dynamics influence innovation outcomes,Entity
"Knowledge is a key driver of long-run economic growth, but its value varies across types.","Knowledge is a key driver of long-run economic growth, but its value varies across types.",Entity
The complexity of WTE technologies has generated a distinct innovation network over the past decade.,The complexity of WTE technologies has generated a distinct innovation network over the past decade.,Entity
Unstable angina pectoris is a common acute coronary syndrome with limited treatment options.,Unstable angina pectoris is a common acute coronary syndrome with limited treatment options.,Entity
Economic geography has traditionally focused on counting knowledge inputs and outputs rather than assessing knowledge quality.,Economic geography has traditionally focused on counting knowledge inputs and outputs rather than assessing knowledge quality.,Entity
Open innovation is critical for companies developing UAM technology.,Open innovation is critical for companies developing UAM technology.,Entity
Need for a comprehensive economic treatment of innovation suitable for both academic and professional audiences,Need for a comprehensive economic treatment of innovation suitable for both academic and professional audiences,Entity
