Id,Label,Type
Bridge research gaps by applying innovation‑ecosystem and socio‑technical system theories to the quantum domain.,Bridge research gaps by applying innovation‑ecosystem and socio‑technical system theories to the quantum domain.,Purpose
Use patent network analysis to reveal ecosystem structure and dynamics.,Use patent network analysis to reveal ecosystem structure and dynamics.,Purpose
Illustrate long‑term attributes and pathways for focal actors through a multi‑level perspective framework.,Illustrate long‑term attributes and pathways for focal actors through a multi‑level perspective framework.,Purpose
Explore the multiplicative effect of clustering and reach on members' knowledge production and patent value at the corporate level,Explore the multiplicative effect of clustering and reach on members' knowledge production and patent value at the corporate level,Purpose
To demonstrate the efficiency of a viewpoint‑oriented analysis compared with a global analysis for patent data.,To demonstrate the efficiency of a viewpoint‑oriented analysis compared with a global analysis for patent data.,Purpose
To evaluate the quality of the viewpoint approach using both objective and subjective criteria.,To evaluate the quality of the viewpoint approach using both objective and subjective criteria.,Purpose
To uncover and visualize implicit collaborative patterns and evolution trends of patents among Chinese construction enterprises.,To uncover and visualize implicit collaborative patterns and evolution trends of patents among Chinese construction enterprises.,Purpose
To provide actionable suggestions for improving patent cooperation between enterprises and universities.,To provide actionable suggestions for improving patent cooperation between enterprises and universities.,Purpose
Introduce a network‑based analysis as an alternative to traditional citation analysis.,Introduce a network‑based analysis as an alternative to traditional citation analysis.,Purpose
Understand how knowledge diffuses among institutions and countries.,Understand how knowledge diffuses among institutions and countries.,Purpose
Apply graph representation learning to Iranian patent data to uncover similarities.,Apply graph representation learning to Iranian patent data to uncover similarities.,Purpose
Create a comprehensive Iranian patents graph for analysis and knowledge extraction.,Create a comprehensive Iranian patents graph for analysis and knowledge extraction.,Purpose
To assess how mobile inventors and their collaboration networks contribute to knowledge diffusion.,To assess how mobile inventors and their collaboration networks contribute to knowledge diffusion.,Purpose
To evaluate the extent of spatial localization of knowledge flows measured by patent citations.,To evaluate the extent of spatial localization of knowledge flows measured by patent citations.,Purpose
To reinterpret the role of localized knowledge flows as externalities.,To reinterpret the role of localized knowledge flows as externalities.,Purpose
Analyze the network structure of technological knowledge flows in mobile ecosystems.,Analyze the network structure of technological knowledge flows in mobile ecosystems.,Purpose
Categorize mobile firms based on patterns of network centrality.,Categorize mobile firms based on patterns of network centrality.,Purpose
Investigate how openness of the innovation process influences firms' innovation capacity.,Investigate how openness of the innovation process influences firms' innovation capacity.,Purpose
Assess the impact of both the breadth (number of external ties) and depth (intensity of ties) of open innovation on patent productivity.,Assess the impact of both the breadth (number of external ties) and depth (intensity of ties) of open innovation on patent productivity.,Purpose
Explore the technological cooperation network of Ulsan.,Explore the technological cooperation network of Ulsan.,Purpose
Identify current trends in basic research and technological development related to biorefining and sustainability.,Identify current trends in basic research and technological development related to biorefining and sustainability.,Purpose
Extend prior work by examining how design hierarchy and the emergence of new use environments influence the evolution of a technology’s knowledge base.,Extend prior work by examining how design hierarchy and the emergence of new use environments influence the evolution of a technology’s knowledge base.,Purpose
Identify and analyze the core knowledge trajectory of lithium‑ion battery (LIB) technology from 1970 to 2018.,Identify and analyze the core knowledge trajectory of lithium‑ion battery (LIB) technology from 1970 to 2018.,Purpose
Determine the relative merits of the available pharmacotherapeutic options for treating PDA in preterm infants.,Determine the relative merits of the available pharmacotherapeutic options for treating PDA in preterm infants.,Purpose
Propose application scenarios and architectural diagrams for blockchain‑based 5G networks.,Propose application scenarios and architectural diagrams for blockchain‑based 5G networks.,Purpose
Develop methods for patent analysis to guide strategic decisions for smart‑city and governmental planning.,Develop methods for patent analysis to guide strategic decisions for smart‑city and governmental planning.,Purpose
To provide an overall view of blockchain technology development by identifying key patents and technological trajectories.,To provide an overall view of blockchain technology development by identifying key patents and technological trajectories.,Purpose
To offer insights that help the scientific community understand the current state and future directions of blockchain research.,To offer insights that help the scientific community understand the current state and future directions of blockchain research.,Purpose
Examine differences in outcomes based on private versus governmental R&D funding sources.,Examine differences in outcomes based on private versus governmental R&D funding sources.,Purpose
Develop evidence‑based research policy recommendations.,Develop evidence‑based research policy recommendations.,Purpose
Determine which scenario—globalization of regional innovation systems (weakening hierarchy) or globalization of national innovation systems (persistence of hierarchy)—better reflects reality.,Determine which scenario—globalization of regional innovation systems (weakening hierarchy) or globalization of national innovation systems (persistence of hierarchy)—better reflects reality.,Purpose
Construct a patent citation network using raw patent data.,Construct a patent citation network using raw patent data.,Purpose
Examine the growth and advancement of Information and Communication Technology (ICT) patents in India.,Examine the growth and advancement of Information and Communication Technology (ICT) patents in India.,Purpose
Propose a data‑mining based method to automatically discover patents similar to each other.,Propose a data‑mining based method to automatically discover patents similar to each other.,Purpose
Visualize a company's patent portfolio strategy using the discovered similarity information.,Visualize a company's patent portfolio strategy using the discovered similarity information.,Purpose
Propose an explorative approach that combines social network analysis and patent analysis to investigate patent risks.,Propose an explorative approach that combines social network analysis and patent analysis to investigate patent risks.,Purpose
"Develop a patent‑based multi‑level network model covering market, technology, and assignee dimensions.","Develop a patent‑based multi‑level network model covering market, technology, and assignee dimensions.",Purpose
"Highlight the untapped theoretical and methodological potential of social network analysis for topics such as clusters, regional innovation systems, and knowledge spillovers.","Highlight the untapped theoretical and methodological potential of social network analysis for topics such as clusters, regional innovation systems, and knowledge spillovers.",Purpose
Demonstrate how these challenges can be addressed using network analysis applied to primary (survey) and secondary (patent) data.,Demonstrate how these challenges can be addressed using network analysis applied to primary (survey) and secondary (patent) data.,Purpose
To propose a statistical method for quantitative patent analysis.,To propose a statistical method for quantitative patent analysis.,Purpose
To apply the method to drone technology to uncover its technological structure and future scenarios.,To apply the method to drone technology to uncover its technological structure and future scenarios.,Purpose
Propose a method to investigate a firm’s strategic changes through analysis of R&D efforts.,Propose a method to investigate a firm’s strategic changes through analysis of R&D efforts.,Purpose
Measure the complexity of knowledge.,Measure the complexity of knowledge.,Purpose
Map the spatial distribution and evolution of knowledge complexity across US cities.,Map the spatial distribution and evolution of knowledge complexity across US cities.,Purpose
Examine how spatial diffusion of knowledge is related to its complexity.,Examine how spatial diffusion of knowledge is related to its complexity.,Purpose
To examine how the structure of patent coauthorship networks affects regional innovative productivity.,To examine how the structure of patent coauthorship networks affects regional innovative productivity.,Purpose
"Specifically, to test whether small‑world characteristics improve innovation outcomes.","Specifically, to test whether small‑world characteristics improve innovation outcomes.",Purpose
Identify technological hotspots within academic‑patent based international technology transfer.,Identify technological hotspots within academic‑patent based international technology transfer.,Purpose
To assess cross‑country differences within a sector and cross‑sectoral differences within a country as outcomes of sectoral‑national intersections.,To assess cross‑country differences within a sector and cross‑sectoral differences within a country as outcomes of sectoral‑national intersections.,Purpose
To evaluate the efficacy and safety of CPMs compared with western medicines for Alzheimer’s disease using a network meta‑analysis.,To evaluate the efficacy and safety of CPMs compared with western medicines for Alzheimer’s disease using a network meta‑analysis.,Purpose
"Provide a clear, wide‑ranging introduction to the economics of innovation for undergraduate, graduate, legal, and economics professionals.","Provide a clear, wide‑ranging introduction to the economics of innovation for undergraduate, graduate, legal, and economics professionals.",Purpose
"Present the historical, legal, and institutional contexts in which innovation occurs.","Present the historical, legal, and institutional contexts in which innovation occurs.",Purpose
Establish an analytical framework for the green transportation innovation network.,Establish an analytical framework for the green transportation innovation network.,Purpose
"Identify key collaboration activities, strategies, and influential actors within the network.","Identify key collaboration activities, strategies, and influential actors within the network.",Purpose
"Examine the evolutionary mechanisms of inter‑firm collaborative innovation networks, focusing on inter‑firm homophily.","Examine the evolutionary mechanisms of inter‑firm collaborative innovation networks, focusing on inter‑firm homophily.",Purpose
Identify the motivations behind firms' participation in collaborative innovation.,Identify the motivations behind firms' participation in collaborative innovation.,Purpose
Examine essential patents of member firms in the JTC1 SSO.,Examine essential patents of member firms in the JTC1 SSO.,Purpose
Compare knowledge‑position analysis using both the traditional “main‑path” approach and a brokerage‑process perspective.,Compare knowledge‑position analysis using both the traditional “main‑path” approach and a brokerage‑process perspective.,Purpose
Determine how strategic behavior of patent owners and SSOs influences patent essentiality.,Determine how strategic behavior of patent owners and SSOs influences patent essentiality.,Purpose
To explore strategic intentions in the patent transaction market.,To explore strategic intentions in the patent transaction market.,Purpose
To identify and analyze thin‑film transistor LCD patent transactions in the USPTO database (2002‑2012).,To identify and analyze thin‑film transistor LCD patent transactions in the USPTO database (2002‑2012).,Purpose
To determine how network prominence and structural holes influence exploratory innovation.,To determine how network prominence and structural holes influence exploratory innovation.,Purpose
To explore the moderating role of network density on these relationships.,To explore the moderating role of network density on these relationships.,Purpose
To analyze patent documents related to disaster AI technology.,To analyze patent documents related to disaster AI technology.,Purpose
To demonstrate the usefulness of the analysis for improving disaster AI applications.,To demonstrate the usefulness of the analysis for improving disaster AI applications.,Purpose
Develop an improved knowledge‑persistence based main‑path approach to map blockchain technological trajectories.,Develop an improved knowledge‑persistence based main‑path approach to map blockchain technological trajectories.,Purpose
Identify future technological directions for each blockchain sub‑technology using a knowledge unconventionality metric.,Identify future technological directions for each blockchain sub‑technology using a knowledge unconventionality metric.,Purpose
Forecast the future development of UIC technology based on IPC changes over different time periods.,Forecast the future development of UIC technology based on IPC changes over different time periods.,Purpose
Provide a theoretical basis for policymakers in the energy‑saving and environmental‑protection sectors.,Provide a theoretical basis for policymakers in the energy‑saving and environmental‑protection sectors.,Purpose
Compare the development of blockchain technology and technological collaboration between China and the United States using patent data.,Compare the development of blockchain technology and technological collaboration between China and the United States using patent data.,Purpose
To analyze SOA patents and construct a technology network that reveals critical SOA technologies and their development tendencies.,To analyze SOA patents and construct a technology network that reveals critical SOA technologies and their development tendencies.,Purpose
To provide insights for R&D resource management and guide future investment in SOA-related technologies.,To provide insights for R&D resource management and guide future investment in SOA-related technologies.,Purpose
Develop a new method to represent technological change and detect emerging technologies using patent citation networks.,Develop a new method to represent technological change and detect emerging technologies using patent citation networks.,Purpose
Provide an in‑depth evolutionary economics case study of the telecommunication switching industry’s structural evolution.,Provide an in‑depth evolutionary economics case study of the telecommunication switching industry’s structural evolution.,Purpose
To identify development trends and technical hot spots of 5G technology through patent analysis.,To identify development trends and technical hot spots of 5G technology through patent analysis.,Purpose
To construct and analyze a citation network at the assignee‑organization level.,To construct and analyze a citation network at the assignee‑organization level.,Purpose
To propose an analytical model that can be applied to patent analysis in other domains.,To propose an analytical model that can be applied to patent analysis in other domains.,Purpose
To evaluate the therapeutic effectiveness of Chinese patent medicines containing red yeast rice for the treatment of hyperlipidaemia.,To evaluate the therapeutic effectiveness of Chinese patent medicines containing red yeast rice for the treatment of hyperlipidaemia.,Purpose
To evaluate the comparative effectiveness of PFO closure versus OAT in preventing recurrent stroke.,To evaluate the comparative effectiveness of PFO closure versus OAT in preventing recurrent stroke.,Purpose
"To assess the safety profiles, specifically the risks of atrial fibrillation and bleeding associated with each strategy.","To assess the safety profiles, specifically the risks of atrial fibrillation and bleeding associated with each strategy.",Purpose
Predict future smart‑logistics technologies using a temporal patent network.,Predict future smart‑logistics technologies using a temporal patent network.,Purpose
Identify core and converging technologies that drive the sector’s growth.,Identify core and converging technologies that drive the sector’s growth.,Purpose
"Introduce a new methodology, Discourse Network Analysis (DNA), to bridge the gap between actor‑centered and content‑oriented approaches.","Introduce a new methodology, Discourse Network Analysis (DNA), to bridge the gap between actor‑centered and content‑oriented approaches.",Purpose
To propose a patent analysis method that utilizes Bayesian network models to uncover technological associations.,To propose a patent analysis method that utilizes Bayesian network models to uncover technological associations.,Purpose
To evaluate the comparative effectiveness and safety of oral Chinese patent medicines combined with chemotherapy for gastric cancer patients listed in the National Basic Medical Insurance Drugs List of China.,To evaluate the comparative effectiveness and safety of oral Chinese patent medicines combined with chemotherapy for gastric cancer patients listed in the National Basic Medical Insurance Drugs List of China.,Purpose
To evaluate the efficacy and safety of different oral Chinese patent medicines combined with TACE for primary liver cancer using a network meta‑analysis.,To evaluate the efficacy and safety of different oral Chinese patent medicines combined with TACE for primary liver cancer using a network meta‑analysis.,Purpose
To test whether collaboration affects the extremes of invention outcomes oppositely—reducing poor outcomes while boosting breakthroughs.,To test whether collaboration affects the extremes of invention outcomes oppositely—reducing poor outcomes while boosting breakthroughs.,Purpose
To assess how team members' technical experience diversity and external collaboration networks mediate these effects.,To assess how team members' technical experience diversity and external collaboration networks mediate these effects.,Purpose
To integrate topic analysis with social network analysis to better reveal technical information and development trends in gene‑editing technology.,To integrate topic analysis with social network analysis to better reveal technical information and development trends in gene‑editing technology.,Purpose
Examine the dynamic change process of the enterprise cooperation patent network in China.,Examine the dynamic change process of the enterprise cooperation patent network in China.,Purpose
Assess the small‑world effect of the largest subnetworks.,Assess the small‑world effect of the largest subnetworks.,Purpose
Provide open‑innovation strategy recommendations for government and firms.,Provide open‑innovation strategy recommendations for government and firms.,Purpose
To examine the evolution of the social network structure of WTE technologies.,To examine the evolution of the social network structure of WTE technologies.,Purpose
"To assess global network properties, major actors' centrality, and collaboration relationships within the WTE innovation network.","To assess global network properties, major actors' centrality, and collaboration relationships within the WTE innovation network.",Purpose
Systematically evaluate the efficacy of four Chinese patent medicines when combined with ACEI/ARB in treating early DN.,Systematically evaluate the efficacy of four Chinese patent medicines when combined with ACEI/ARB in treating early DN.,Purpose
Propose a systematic partner‑selection approach for large firms to assess and choose SME candidates for R&D collaboration.,Propose a systematic partner‑selection approach for large firms to assess and choose SME candidates for R&D collaboration.,Purpose
Investigate how strategic balancing of boundary spanning through joint‑patent networks influences tacit knowledge transmission and recombination.,Investigate how strategic balancing of boundary spanning through joint‑patent networks influences tacit knowledge transmission and recombination.,Purpose
Assess the impact of network position on technical innovation performance and competitiveness of PI firms.,Assess the impact of network position on technical innovation performance and competitiveness of PI firms.,Purpose
To analyze the development trend and technical hot spots of 5G technology through patent analysis.,To analyze the development trend and technical hot spots of 5G technology through patent analysis.,Purpose
To construct a citation network at the assignee organization level and model technological knowledge flow.,To construct a citation network at the assignee organization level and model technological knowledge flow.,Purpose
Enhance patent exploration through network visualization.,Enhance patent exploration through network visualization.,Purpose
Demonstrate the approach with a case study on 3D‑printing democratization.,Demonstrate the approach with a case study on 3D‑printing democratization.,Purpose
Analyze the network structure of technology across different fields and the evolution of their relations.,Analyze the network structure of technology across different fields and the evolution of their relations.,Purpose
Develop a fully data‑driven model for retrosynthetic reaction prediction.,Develop a fully data‑driven model for retrosynthetic reaction prediction.,Purpose
Assess whether a sequence‑to‑sequence neural approach can match or surpass rule‑based expert systems.,Assess whether a sequence‑to‑sequence neural approach can match or surpass rule‑based expert systems.,Purpose
Develop a model to quickly retrieve the same or similar patents in a large patent database,Develop a model to quickly retrieve the same or similar patents in a large patent database,Purpose
To understand the development of the patent citation network and trace the emergence of new technology fields.,To understand the development of the patent citation network and trace the emergence of new technology fields.,Purpose
To identify patterns and potentially predict future technological domains.,To identify patterns and potentially predict future technological domains.,Purpose
To develop and demonstrate two patent‑based approaches for examining technological convergence.,To develop and demonstrate two patent‑based approaches for examining technological convergence.,Purpose
To create portfolio matrices that help managers assess and handle convergence dynamics.,To create portfolio matrices that help managers assess and handle convergence dynamics.,Purpose
Evaluate the comparative efficacy and safety of various OCPMs combined with WM for stable angina through a network meta‑analysis.,Evaluate the comparative efficacy and safety of various OCPMs combined with WM for stable angina through a network meta‑analysis.,Purpose
Identify the most effective OCPM‑WM combinations.,Identify the most effective OCPM‑WM combinations.,Purpose
"Propose a systematic, replicable patent‑analysis method that uses the concept of ‘context’ to uncover problems for sustainable technology planning.","Propose a systematic, replicable patent‑analysis method that uses the concept of ‘context’ to uncover problems for sustainable technology planning.",Purpose
Develop a context‑problem network (CP net) to provide focused insights for R&D goal setting.,Develop a context‑problem network (CP net) to provide focused insights for R&D goal setting.,Purpose
Investigate network‑based measures to capture patent value beyond citation counts.,Investigate network‑based measures to capture patent value beyond citation counts.,Purpose
Assess whether centrality can identify potential holdup in patent pools.,Assess whether centrality can identify potential holdup in patent pools.,Purpose
Develop a citation‑based technology classification using community detection.,Develop a citation‑based technology classification using community detection.,Purpose
To assess and rank the efficacy and safety of various Chinese patent medicines for unstable angina pectoris using a network meta‑analysis.,To assess and rank the efficacy and safety of various Chinese patent medicines for unstable angina pectoris using a network meta‑analysis.,Purpose
"To evaluate and compare the efficacy, safety, and cost‑effectiveness of nine CPMs combined with ACEI or ARB in patients with early DKD.","To evaluate and compare the efficacy, safety, and cost‑effectiveness of nine CPMs combined with ACEI or ARB in patients with early DKD.",Purpose
Propose a new patent valuation approach that integrates static characteristics with dynamic citation relationships.,Propose a new patent valuation approach that integrates static characteristics with dynamic citation relationships.,Purpose
Provide a social‑network‑analysis‑based framework for companies to assess patent value and anticipate litigation.,Provide a social‑network‑analysis‑based framework for companies to assess patent value and anticipate litigation.,Purpose
To systematically compare the efficacy of various Chinese patent medicines combined with conventional treatment for endometriosis using network meta-analysis.,To systematically compare the efficacy of various Chinese patent medicines combined with conventional treatment for endometriosis using network meta-analysis.,Purpose
To provide evidence‑based recommendations for clinical medication regimens.,To provide evidence‑based recommendations for clinical medication regimens.,Purpose
To present and analyze the structural characteristics of the 2011 patent co‑ownership network in Poland.,To present and analyze the structural characteristics of the 2011 patent co‑ownership network in Poland.,Purpose
"To evaluate the efficacy and safety of Chinese patent medicines, alone or combined with non‑benzodiazepine drugs, in the treatment of insomnia using a frequency network meta‑analysis.","To evaluate the efficacy and safety of Chinese patent medicines, alone or combined with non‑benzodiazepine drugs, in the treatment of insomnia using a frequency network meta‑analysis.",Purpose
