Id,Label,Type
The structural pattern of fusion became more diversified and decentralized over time.,The structural pattern of fusion became more diversified and decentralized over time.,Results
"Early stages featured widespread emergence of new technologies, while later stages focused on leveraging existing technologies.","Early stages featured widespread emergence of new technologies, while later stages focused on leveraging existing technologies.",Results
"Key technology roles shifted: product technologies (materials, components) dominated early fusion, whereas operation technologies (monitoring, structure, arrangement) drove later fusion.","Key technology roles shifted: product technologies (materials, components) dominated early fusion, whereas operation technologies (monitoring, structure, arrangement) drove later fusion.",Results
The method successfully positioned the EV‑related patent activities of the four selected nations within the IPC network.,The method successfully positioned the EV‑related patent activities of the four selected nations within the IPC network.,Results
Revealed comparative strengths and strategic focus areas for each nation in the EV technology domain.,Revealed comparative strengths and strategic focus areas for each nation in the EV technology domain.,Results
"Knowledge localization is pronounced in specific regions, notably Silicon Valley.","Knowledge localization is pronounced in specific regions, notably Silicon Valley.",Results
The extent of localization varies across different regions.,The extent of localization varies across different regions.,Results
"Inter‑firm mobility of engineers positively influences local knowledge spillovers, embedding knowledge flow within regional labor networks.","Inter‑firm mobility of engineers positively influences local knowledge spillovers, embedding knowledge flow within regional labor networks.",Results
The case study confirmed the feasibility of the network‑based approach for mapping technology evolution.,The case study confirmed the feasibility of the network‑based approach for mapping technology evolution.,Results
The method provided detailed insights into AI technology development and identified future opportunities.,The method provided detailed insights into AI technology development and identified future opportunities.,Results
Findings can inform rapid understanding of selected technologies and guide R&D and commercialization strategies.,Findings can inform rapid understanding of selected technologies and guide R&D and commercialization strategies.,Results
China has few R&D personnel and lacks distinctive leading cloud computing technologies.,China has few R&D personnel and lacks distinctive leading cloud computing technologies.,Results
U.S. companies show relatively strong R&D capabilities in cloud computing.,U.S. companies show relatively strong R&D capabilities in cloud computing.,Results
Recommendation: China should accelerate development and application of core cloud computing technologies to close the gap.,Recommendation: China should accelerate development and application of core cloud computing technologies to close the gap.,Results
Identified core platform functions that co‑occur frequently in prior SRR designs.,Identified core platform functions that co‑occur frequently in prior SRR designs.,Results
Provided a set of peripheral functions to extend the platform across product variants.,Provided a set of peripheral functions to extend the platform across product variants.,Results
Scientific collaboration networks are much larger and denser than technological ones.,Scientific collaboration networks are much larger and denser than technological ones.,Results
Technological collaboration between China and Korea is limited in patents and requires strengthening.,Technological collaboration between China and Korea is limited in patents and requires strengthening.,Results
"An imbalance exists between science and technology dynamics, with implications for future bilateral cooperation.","An imbalance exists between science and technology dynamics, with implications for future bilateral cooperation.",Results
"The regional networks show low absorptive capacity combined with high external openness, indicating reliance on external knowledge links.","The regional networks show low absorptive capacity combined with high external openness, indicating reliance on external knowledge links.",Results
"Different innovation system trajectories were uncovered, highlighting varied patterns of capability (de)accumulation and network maturity across countries.","Different innovation system trajectories were uncovered, highlighting varied patterns of capability (de)accumulation and network maturity across countries.",Results
Revealed current focus areas and evolving topics in humanoid technology.,Revealed current focus areas and evolving topics in humanoid technology.,Results
Provided valuable research patterns and deeper insight into hidden knowledge themes from patents.,Provided valuable research patterns and deeper insight into hidden knowledge themes from patents.,Results
"Radial artery (IRR 0.54, 95% CI 0.35–0.82) and no‑touch saphenous vein (IRR 0.55, 95% CI 0.39–0.78) showed significantly lower graft occlusion compared with conventional saphenous vein.","Radial artery (IRR 0.54, 95% CI 0.35–0.82) and no‑touch saphenous vein (IRR 0.55, 95% CI 0.39–0.78) showed significantly lower graft occlusion compared with conventional saphenous vein.",Results
Radial artery ranked highest as the best conduit (rank score 0.87).,Radial artery ranked highest as the best conduit (rank score 0.87).,Results
Only radial artery and no‑touch saphenous vein demonstrated significantly reduced occlusion rates versus conventional saphenous vein.,Only radial artery and no‑touch saphenous vein demonstrated significantly reduced occlusion rates versus conventional saphenous vein.,Results
Successfully identified and measured dynamic patterns of technological convergence in the C4ISTAR domain.,Successfully identified and measured dynamic patterns of technological convergence in the C4ISTAR domain.,Results
"Most cited patents and highly cited companies were identified, revealing key innovators.","Most cited patents and highly cited companies were identified, revealing key innovators.",Results
ERGMs show that homophily (same country/language) and transitivity (citing references’ references) significantly influence citation likelihood.,ERGMs show that homophily (same country/language) and transitivity (citing references’ references) significantly influence citation likelihood.,Results
"Sector‑level analysis demonstrates that citation activity correlates with sector size, and the study provides a practical framework for applying ERGMs to large patent networks.","Sector‑level analysis demonstrates that citation activity correlates with sector size, and the study provides a practical framework for applying ERGMs to large patent networks.",Results
The analysis maps the structure of IoT innovation pathways and highlights pivotal technology nodes.,The analysis maps the structure of IoT innovation pathways and highlights pivotal technology nodes.,Results
Findings provide guidance for developing new IoT applications and for planning future innovation steps.,Findings provide guidance for developing new IoT applications and for planning future innovation steps.,Results
Identified distinct clusters of emerging technologies and their meaningful patterns.,Identified distinct clusters of emerging technologies and their meaningful patterns.,Results
Generated a network structure highlighting the most influential technologies.,Generated a network structure highlighting the most influential technologies.,Results
Provided actionable information to support technology development and invention strategies.,Provided actionable information to support technology development and invention strategies.,Results
"PFO closure vs antiplatelet therapy probably reduces ischemic stroke recurrence (RD −87/1000, moderate certainty).","PFO closure vs antiplatelet therapy probably reduces ischemic stroke recurrence (RD −87/1000, moderate certainty).",Results
"PFO closure vs anticoagulation shows little or no difference in stroke recurrence (low certainty) but likely lower major bleeding (RD −20/1000, moderate certainty).","PFO closure vs anticoagulation shows little or no difference in stroke recurrence (low certainty) but likely lower major bleeding (RD −20/1000, moderate certainty).",Results
PFO closure increases persistent atrial fibrillation (RD +18/1000) and device‑related adverse events (RD +36/1000).,PFO closure increases persistent atrial fibrillation (RD +18/1000) and device‑related adverse events (RD +36/1000).,Results
"Anticoagulation vs antiplatelet may lower stroke recurrence (RD −71/1000, low certainty) but probably raises major bleeding risk (RD +12/1000, moderate certainty).","Anticoagulation vs antiplatelet may lower stroke recurrence (RD −71/1000, low certainty) but probably raises major bleeding risk (RD +12/1000, moderate certainty).",Results
Validated the proposed method by applying it to a dataset of UAM patents.,Validated the proposed method by applying it to a dataset of UAM patents.,Results
Showed that the approach can identify high‑impact patents and likely collaboration partners.,Showed that the approach can identify high‑impact patents and likely collaboration partners.,Results
Demonstrated that companies can improve technology development competitiveness by using the strategy.,Demonstrated that companies can improve technology development competitiveness by using the strategy.,Results
Identified five distinct technological routes across various business sectors.,Identified five distinct technological routes across various business sectors.,Results
"Findings help prioritize R&D investments, uncover partnership opportunities, and guide public‑policy development for HAI technologies.","Findings help prioritize R&D investments, uncover partnership opportunities, and guide public‑policy development for HAI technologies.",Results
China shows a significant and growing presence in technological diffusion across Africa,China shows a significant and growing presence in technological diffusion across Africa,Results
China may surpass the EU and US as the dominant technological player in the region,China may surpass the EU and US as the dominant technological player in the region,Results
Findings inform policy formulation and management strategies regarding technology standards and patents,Findings inform policy formulation and management strategies regarding technology standards and patents,Results
Future knowledge flow can be predicted by forecasting patent co‑citations using preferential attachment.,Future knowledge flow can be predicted by forecasting patent co‑citations using preferential attachment.,Results
Co‑citations occurring between the end of the growth phase and the start of the maturation phase most improve prediction precision.,Co‑citations occurring between the end of the growth phase and the start of the maturation phase most improve prediction precision.,Results
"Predicted knowledge flow clusters shortly after algorithm application, with younger patents having higher citation likelihood.","Predicted knowledge flow clusters shortly after algorithm application, with younger patents having higher citation likelihood.",Results
Identified key focal actors and major technological clusters within the quantum ecosystem.,Identified key focal actors and major technological clusters within the quantum ecosystem.,Results
Highlighted quantum computation as a prominent subfield with intensive knowledge engagement.,Highlighted quantum computation as a prominent subfield with intensive knowledge engagement.,Results
Provided insights on long‑term ecosystem attributes and a pathway toward a focal actor.,Provided insights on long‑term ecosystem attributes and a pathway toward a focal actor.,Results
Small‑world structures exhibit a parabolic effect on corporate‑level patent innovation performance.,Small‑world structures exhibit a parabolic effect on corporate‑level patent innovation performance.,Results
Findings provide new evidence for policy formulation and entrepreneurial decisions in university‑industry collaborations.,Findings provide new evidence for policy formulation and entrepreneurial decisions in university‑industry collaborations.,Results
The viewpoint‑oriented MultiSOM analysis outperformed the global analysis according to the measured quality criteria.,The viewpoint‑oriented MultiSOM analysis outperformed the global analysis according to the measured quality criteria.,Results
Both objective metrics and expert judgments indicated improved relevance and accuracy when using multiple viewpoint maps.,Both objective metrics and expert judgments indicated improved relevance and accuracy when using multiple viewpoint maps.,Results
"Patents and patentees are increasing, with state‑owned enterprises leading and most patents classified under IPC E04G21.","Patents and patentees are increasing, with state‑owned enterprises leading and most patents classified under IPC E04G21.",Results
Cooperative relationships are predominantly intra‑enterprise and among subsidiaries.,Cooperative relationships are predominantly intra‑enterprise and among subsidiaries.,Results
Enterprise‑university collaborations should consider both professional qualifications and geographic proximity.,Enterprise‑university collaborations should consider both professional qualifications and geographic proximity.,Results
Japan is identified as the most important citation center in LCD research.,Japan is identified as the most important citation center in LCD research.,Results
"LG Philips LCD, Sharp, Samsung, Hitachi, IBM, and AUO are central points of knowledge flow.","LG Philips LCD, Sharp, Samsung, Hitachi, IBM, and AUO are central points of knowledge flow.",Results
Identified new industrial and research domains from Iranian patent data.,Identified new industrial and research domains from Iranian patent data.,Results
"Enabled detection of duplicate patents and recognition of similar, connected inventions.","Enabled detection of duplicate patents and recognition of similar, connected inventions.",Results
"Provided insights into legal entities, researchers, and stakeholders linked to specific research fields.","Provided insights into legal entities, researchers, and stakeholders linked to specific research fields.",Results
The residual effect of geographic proximity on knowledge diffusion is substantially reduced once mobility and network effects are accounted for.,The residual effect of geographic proximity on knowledge diffusion is substantially reduced once mobility and network effects are accounted for.,Results
Geography matters primarily because mobile researchers tend to maintain localized co‑invention networks rather than relocating.,Geography matters primarily because mobile researchers tend to maintain localized co‑invention networks rather than relocating.,Results
"These findings call for a reinterpretation of localized knowledge flows, viewing them as network‑driven externalities rather than purely spatial effects.","These findings call for a reinterpretation of localized knowledge flows, viewing them as network‑driven externalities rather than purely spatial effects.",Results
Platform providers and application/software providers are central knowledge brokers.,Platform providers and application/software providers are central knowledge brokers.,Results
"Firms are classified into five groups: knowledge keystone players, knowledge‑distributing mediators, knowledge‑absorbing mediators, catch‑up players, and pure knowledge receivers.","Firms are classified into five groups: knowledge keystone players, knowledge‑distributing mediators, knowledge‑absorbing mediators, catch‑up players, and pure knowledge receivers.",Results
"Knowledge flows converge toward a few leading firms; catch‑up players broker within their group, while keystone players broker across groups.","Knowledge flows converge toward a few leading firms; catch‑up players broker within their group, while keystone players broker across groups.",Results
Greater breadth of open innovation (more external network ties) positively affects patent productivity.,Greater breadth of open innovation (more external network ties) positively affects patent productivity.,Results
"Greater depth of openness (higher intensity of ties) also boosts performance, but beyond a tipping point productivity declines.","Greater depth of openness (higher intensity of ties) also boosts performance, but beyond a tipping point productivity declines.",Results
Results underscore both the benefits and limitations of adopting open‑innovation practices in geographically restricted contexts.,Results underscore both the benefits and limitations of adopting open‑innovation practices in geographically restricted contexts.,Results
"Patent applications have rapidly expanded to universities and individuals, increasing industry‑technology diversity.","Patent applications have rapidly expanded to universities and individuals, increasing industry‑technology diversity.",Results
Industry‑University‑Research collaborative activities are still limited and tend to involve partners outside the region.,Industry‑University‑Research collaborative activities are still limited and tend to involve partners outside the region.,Results
"The local environment for technical cooperation has improved, with a rise in small‑scale collaborations and universities acting as central hubs.","The local environment for technical cooperation has improved, with a rise in small‑scale collaborations and universities acting as central hubs.",Results
"Basic research concentrates on bioeconomy, techno‑economic aspects, circular economy, biomass production issues, and biofuels.","Basic research concentrates on bioeconomy, techno‑economic aspects, circular economy, biomass production issues, and biofuels.",Results
"Technology development emphasizes fermentation, enzymes, and microorganisms, confirming the relevance of traditional techniques.","Technology development emphasizes fermentation, enzymes, and microorganisms, confirming the relevance of traditional techniques.",Results
"Developed economies lead the field; the PCT system is key for protecting and commercializing inventions, highlighting the need to expand into alternative technological sectors for feasibility.","Developed economies lead the field; the PCT system is key for protecting and commercializing inventions, highlighting the need to expand into alternative technological sectors for feasibility.",Results
Emergence of new use environments drives greater knowledge generation at the product‑architecture level.,Emergence of new use environments drives greater knowledge generation at the product‑architecture level.,Results
"It also leads to higher product innovation, increased technological uncertainty, and the entry of new actors into the core trajectory.","It also leads to higher product innovation, increased technological uncertainty, and the entry of new actors into the core trajectory.",Results
"Findings offer insights for practitioners and policymakers on firm and national knowledge positions in complex, multi‑purpose technologies.","Findings offer insights for practitioners and policymakers on firm and national knowledge positions in complex, multi‑purpose technologies.",Results
"Identified core IPC key technologies, their interrelations, and research hotspots in blockchain‑based 5G.","Identified core IPC key technologies, their interrelations, and research hotspots in blockchain‑based 5G.",Results
"Highlighted advantages, disadvantages, and development bottlenecks for major nations and enterprises.","Highlighted advantages, disadvantages, and development bottlenecks for major nations and enterprises.",Results
Provided actionable insights for government strategies supporting smart‑city deployments of blockchain‑enhanced 5G.,Provided actionable insights for government strategies supporting smart‑city deployments of blockchain‑enhanced 5G.,Results
Revealed the overall development picture of blockchain technology.,Revealed the overall development picture of blockchain technology.,Results
"Identified key patents, the structural backbone, and major development trajectories.","Identified key patents, the structural backbone, and major development trajectories.",Results
Provides a reference for the scientific community to understand current blockchain status and guide future research.,Provides a reference for the scientific community to understand current blockchain status and guide future research.,Results
Identified idiosyncratic patterns in patent‑industry networks with only marginal differences between funding groups.,Identified idiosyncratic patterns in patent‑industry networks with only marginal differences between funding groups.,Results
ANOVA revealed a significant difference in closeness centrality between private and governmental funded research.,ANOVA revealed a significant difference in closeness centrality between private and governmental funded research.,Results
Policy suggestions emphasize interdisciplinary research and enhanced technology accessibility to industry.,Policy suggestions emphasize interdisciplinary research and enhanced technology accessibility to industry.,Results
Evidence supports the persistence scenario: the traditional anchor region continues to dominate the hierarchical network structure.,Evidence supports the persistence scenario: the traditional anchor region continues to dominate the hierarchical network structure.,Results
"Identified five anchor regions—Beijing, Shanghai, Shenzhen, Dongguan, and Suzhou—as key nodes in the diffusion network.","Identified five anchor regions—Beijing, Shanghai, Shenzhen, Dongguan, and Suzhou—as key nodes in the diffusion network.",Results
Successfully visualized Google's patent portfolio strategy through the generated network.,Successfully visualized Google's patent portfolio strategy through the generated network.,Results
Demonstrated that the proposed method can efficiently identify and display similar patents.,Demonstrated that the proposed method can efficiently identify and display similar patents.,Results
Collaboration risks arise from limited international and industry‑university‑research partnerships among assignees.,Collaboration risks arise from limited international and industry‑university‑research partnerships among assignees.,Results
"Market risks stem from insufficient overseas patent applications, especially in key competitive markets.","Market risks stem from insufficient overseas patent applications, especially in key competitive markets.",Results
"Technology risks involve leading assignees’ lack of awareness of patent distribution in fields such as industrial electric equipment, engineering instrumentation, and automotive electrics.","Technology risks involve leading assignees’ lack of awareness of patent distribution in fields such as industrial electric equipment, engineering instrumentation, and automotive electrics.",Results
Results not reported in the abstract; the paper proposes that the described approach will enable new insights into regional network dynamics and knowledge diffusion.,Results not reported in the abstract; the paper proposes that the described approach will enable new insights into regional network dynamics and knowledge diffusion.,Results
Demonstrated the performance and validity of the proposed statistical patent analysis through experimental results on drone patents.,Demonstrated the performance and validity of the proposed statistical patent analysis through experimental results on drone patents.,Results
Showed that the method can effectively identify technological structures and generate plausible technology scenarios for drones.,Showed that the method can effectively identify technological structures and generate plausible technology scenarios for drones.,Results
The method revealed clear strategic shifts in Samsung Electronics' focal technologies and business domains.,The method revealed clear strategic shifts in Samsung Electronics' focal technologies and business domains.,Results
Knowledge complexity is unevenly distributed across U.S. cities.,Knowledge complexity is unevenly distributed across U.S. cities.,Results
Cities with the most complex technological structures are not necessarily those with the highest patenting rates.,Cities with the most complex technological structures are not necessarily those with the highest patenting rates.,Results
More complex patents are less likely to be cited when citing and cited patents reside in different metropolitan areas.,More complex patents are less likely to be cited when citing and cited patents reside in different metropolitan areas.,Results
Regional small‑world structures and the emergence/disappearance of giant components were observed in patent collaboration networks.,Regional small‑world structures and the emergence/disappearance of giant components were observed in patent collaboration networks.,Results
No empirical support was found for the hypothesis that small‑world structure enhances innovative productivity.,No empirical support was found for the hypothesis that small‑world structure enhances innovative productivity.,Results
Shorter average path lengths and larger connected components were positively correlated with higher levels of regional innovation.,Shorter average path lengths and larger connected components were positively correlated with higher levels of regional innovation.,Results
"Key technologies clustered around measurement, nanotechnology, medical technology, biotechnology, and electric digital data processing.","Key technologies clustered around measurement, nanotechnology, medical technology, biotechnology, and electric digital data processing.",Results
The hotspot network model provides a reference for academic technology transfers and guides governmental promotion of emerging technologies.,The hotspot network model provides a reference for academic technology transfers and guides governmental promotion of emerging technologies.,Results
Networking activities differ markedly between the two sectors and are strongly influenced by each country's capability orientation.,Networking activities differ markedly between the two sectors and are strongly influenced by each country's capability orientation.,Results
Cross‑country variations in networking are further shaped by technological path dependence.,Cross‑country variations in networking are further shaped by technological path dependence.,Results
"Chinese patent medicines, especially when combined with western medicines, showed superior improvements in MMSE, ADL, effective rate, and ADAS‑Cog scores.","Chinese patent medicines, especially when combined with western medicines, showed superior improvements in MMSE, ADL, effective rate, and ADAS‑Cog scores.",Results
"Combined therapy did not increase adverse reactions, and oral Chinese patent medicine alone ranked highest for reducing adverse events.","Combined therapy did not increase adverse reactions, and oral Chinese patent medicine alone ranked highest for reducing adverse events.",Results
"Potential small‑sample effects and publication bias were noted; further large‑scale, high‑quality trials are required.","Potential small‑sample effects and publication bias were noted; further large‑scale, high‑quality trials are required.",Results
"Delivers a balanced mix of theory and practice, covering topics such as IP design, cumulative innovation, competition, licensing, enforcement, funding, and network externalities.","Delivers a balanced mix of theory and practice, covering topics such as IP design, cumulative innovation, competition, licensing, enforcement, funding, and network externalities.",Results
"Highlights current policy‑relevant controversies, such as digital‑age copyright enforcement and international IP protection.","Highlights current policy‑relevant controversies, such as digital‑age copyright enforcement and international IP protection.",Results
"The SNA‑based framework reveals critical nodes, links, and their characteristics in the collaboration network.","The SNA‑based framework reveals critical nodes, links, and their characteristics in the collaboration network.",Results
"An increasing number of green transportation patents indicates active cooperation, with business enterprises becoming dominant innovators.","An increasing number of green transportation patents indicates active cooperation, with business enterprises becoming dominant innovators.",Results
Policy recommendations are derived to strengthen collaborative innovation in green transportation.,Policy recommendations are derived to strengthen collaborative innovation in green transportation.,Results
Firms primarily engage in collaborative innovation to complement their technological resources.,Firms primarily engage in collaborative innovation to complement their technological resources.,Results
The Korean ICT collaborative network has evolved mainly through homophily mechanisms and shows limited expandability.,The Korean ICT collaborative network has evolved mainly through homophily mechanisms and shows limited expandability.,Results
Policy implication: government should boost SME participation by supporting the development of their technological capabilities.,Policy implication: government should boost SME participation by supporting the development of their technological capabilities.,Results
"The brokerage‑process approach provided a clearer understanding of essential patents’ roles in transactions, relations, and knowledge exchange than the main‑path method.","The brokerage‑process approach provided a clearer understanding of essential patents’ roles in transactions, relations, and knowledge exchange than the main‑path method.",Results
Findings indicate that claims of essentiality are shaped by strategic actions of both patent owners and the standard‑setting organization.,Findings indicate that claims of essentiality are shaped by strategic actions of both patent owners and the standard‑setting organization.,Results
The patent transaction market is highly structured with a core stratum controlling most transactions.,The patent transaction market is highly structured with a core stratum controlling most transactions.,Results
Major transactors exhibit varied value propositions and form four distinct transactional typologies.,Major transactors exhibit varied value propositions and form four distinct transactional typologies.,Results
Findings inform strategic deployment for gaining competitiveness in technology/knowledge transfer markets.,Findings inform strategic deployment for gaining competitiveness in technology/knowledge transfer markets.,Results
Both network prominence and structural holes exhibit inverted U‑shaped effects on exploratory innovation.,Both network prominence and structural holes exhibit inverted U‑shaped effects on exploratory innovation.,Results
Simultaneous occupation of prominent positions and structural holes hinders exploratory innovation.,Simultaneous occupation of prominent positions and structural holes hinders exploratory innovation.,Results
Network density positively moderates the prominence–innovation relationship and negatively moderates the structural‑hole–innovation relationship.,Network density positively moderates the prominence–innovation relationship and negatively moderates the structural‑hole–innovation relationship.,Results
The case study demonstrated that the Bayesian network and factor analysis approach can be applied to real patent data.,The case study demonstrated that the Bayesian network and factor analysis approach can be applied to real patent data.,Results
The analysis yielded insights into the technological structure and key factors of disaster AI innovations.,The analysis yielded insights into the technological structure and key factors of disaster AI innovations.,Results
Blockchain technology was classified into five distinct sub‑technologies.,Blockchain technology was classified into five distinct sub‑technologies.,Results
Each sub‑technology has evolved with strong technological interactions among them.,Each sub‑technology has evolved with strong technological interactions among them.,Results
Potential future research directions for each sub‑technology were proposed based on the final knowledge streams of the main paths.,Potential future research directions for each sub‑technology were proposed based on the final knowledge streams of the main paths.,Results
"Identified key applicants, focal technologies, and the correlations among focal technologies within the UIC innovation‑technology two‑mode network.","Identified key applicants, focal technologies, and the correlations among focal technologies within the UIC innovation‑technology two‑mode network.",Results
Outlined development trends and future directions for energy‑saving technologies based on network analysis.,Outlined development trends and future directions for energy‑saving technologies based on network analysis.,Results
"China's blockchain patent applications are rapidly increasing due to national strategies, with cooperation networks showing stronger intra‑block ties.","China's blockchain patent applications are rapidly increasing due to national strategies, with cooperation networks showing stronger intra‑block ties.",Results
The United States exhibits broader and deeper university and enterprise collaborations across geographic agglomerations.,The United States exhibits broader and deeper university and enterprise collaborations across geographic agglomerations.,Results
"Node importance is driven by different factors: Chinese networks emphasize cooperative inventors and key patents, while US networks are more influenced by enterprises.","Node importance is driven by different factors: Chinese networks emphasize cooperative inventors and key patents, while US networks are more influenced by enterprises.",Results
"Critical SOA technologies span lasers, semiconductor lasers, light guides, electromagnetic‑wave transmission, and light‑source control, with lasers (H01S3) representing 22.21% of patents.","Critical SOA technologies span lasers, semiconductor lasers, light guides, electromagnetic‑wave transmission, and light‑source control, with lasers (H01S3) representing 22.21% of patents.",Results
"Recent years show significant growth in semiconductor laser technologies, while public sector and academia have played relatively weak roles in early and follow‑up development.","Recent years show significant growth in semiconductor laser technologies, while public sector and academia have played relatively weak roles in early and follow‑up development.",Results
The constructed patent‑technology network can guide governmental R&D investment and support strategic technology management.,The constructed patent‑technology network can guide governmental R&D investment and support strategic technology management.,Results
"The industry exhibits a “slow dynamics” pattern, with heterogeneous firm strategies and limited adoption speed despite radical technological waves.","The industry exhibits a “slow dynamics” pattern, with heterogeneous firm strategies and limited adoption speed despite radical technological waves.",Results
The new method successfully clusters patents into distinct technological paradigms and identifies key patents that persistently transmit knowledge.,The new method successfully clusters patents into distinct technological paradigms and identifies key patents that persistently transmit knowledge.,Results
Adoption of packet switching occurred through intensive exploration of a restricted portion of the available technological space.,Adoption of packet switching occurred through intensive exploration of a restricted portion of the available technological space.,Results
"Identified application trends, key technical hot spots, and leading organizations in the 5G domain.","Identified application trends, key technical hot spots, and leading organizations in the 5G domain.",Results
"Revealed network structure, characteristics, and critical nodes through topology analysis.","Revealed network structure, characteristics, and critical nodes through topology analysis.",Results
"Demonstrated knowledge flow patterns using O‑I index, offering a reusable analytical framework for other fields.","Demonstrated knowledge flow patterns using O‑I index, offering a reusable analytical framework for other fields.",Results
47 RCTs (4824 participants) were included.,47 RCTs (4824 participants) were included.,Results
Xuezhikang had the highest probability of being most effective for lowering total cholesterol and LDL‑C (SUCRA ≈ 84.5% and 82.6%).,Xuezhikang had the highest probability of being most effective for lowering total cholesterol and LDL‑C (SUCRA ≈ 84.5% and 82.6%).,Results
Zhibituo ranked highest for reducing triglycerides and increasing HDL‑C (SUCRA ≈ 80.2% and 90.1%).,Zhibituo ranked highest for reducing triglycerides and increasing HDL‑C (SUCRA ≈ 80.2% and 90.1%).,Results
"The review identified methodological limitations, indicating a need for more rigorously designed future studies.","The review identified methodological limitations, indicating a need for more rigorously designed future studies.",Results
Closure and OAT appear similarly effective for recurrent stroke prevention.,Closure and OAT appear similarly effective for recurrent stroke prevention.,Results
Closure is associated with a higher incidence of atrial fibrillation.,Closure is associated with a higher incidence of atrial fibrillation.,Results
OAT is associated with a higher risk of bleeding.,OAT is associated with a higher risk of bleeding.,Results
"Smart logistics technology is in a growth stage with a continuous upward, hot‑technology trend.","Smart logistics technology is in a growth stage with a continuous upward, hot‑technology trend.",Results
